dim-1,dim-2
27.252025,45.792946
27.402778,46.200225
27.558290,46.610385
-104.629624,47.023383
27.883532,47.439180
28.053229,47.857732
28.227620,48.278998
28.406688,48.702937
28.590416,49.129505
28.778784,49.558660
28.971775,49.990359
29.169368,50.424560
29.371545,50.861218
29.578284,51.300289
29.789566,51.741731
30.005368,52.185498
30.225670,52.631547
30.450449,53.079833
30.679683,53.530310
30.913349,53.982935
31.151424,54.437661
31.393884,54.894444
31.640704,55.353237
31.891860,55.813995
32.147327,56.276671
32.407079,56.741220
32.671090,57.207594
32.939334,57.675748
33.211784,-68.764515
33.488413,58.617206
33.769194,59.090415
34.054097,59.565216
34.343094,60.041561
34.636158,60.519401
34.933258,60.998689
35.234364,61.479377
35.539447,61.961417
35.848476,62.444761
36.161420,62.929361
36.478248,63.415168
36.798928,63.902133
37.123428,64.390208
37.451715,64.879344
37.783758,65.369492
38.119522,65.860603
38.458974,66.352628
38.802080,-94.847462
39.148806,67.339223
39.499117,67.833694
39.852978,68.328882
40.210354,68.824736
40.571209,69.321209
40.935506,69.818249
41.303210,70.315808
41.674284,-76.866263
42.048690,71.312280
42.426392,71.811094
42.807350,72.310228
43.191528,72.809630
43.578887,73.309251
43.969387,73.809041
44.362991,74.308951
44.759659,74.808929
45.159350,75.308927
45.562026,75.808893
45.967645,76.308779
46.376167,76.808534
46.787552,77.308108
47.201758,77.807451
47.618744,78.306514
48.038468,78.805246
48.460888,79.303597
48.885962,79.801518
49.313648,80.298959
49.743902,80.795870
50.176681,81.292201
50.611943,81.787903
51.049644,82.282927
51.489740,82.777222
51.932186,83.270739
52.376940,83.763429
52.823956,84.255243
53.273189,84.746132
53.724595,85.236046
54.178128,85.724936
54.633744,86.212754
55.091396,86.699450
55.551040,87.184977
56.012628,87.669285
56.476114,88.152326
-151.081891,88.634052
57.408598,89.114414
57.877503,89.593365
58.348119,90.070857
58.820400,90.546842
59.294300,91.021272
59.769770,91.494100
60.246763,91.965278
60.725231,92.434760
61.205127,92.902499
61.686402,93.368447
143.570483,93.832559
62.652899,94.294787
63.138023,94.755086
63.624333,95.213409
64.111782,95.669711
64.600319,96.123946
65.089896,96.576069
65.580463,97.026034
66.071973,97.473796
66.564376,97.919311
-140.532974,-74.828461
67.551663,98.803421
68.046448,99.241928
68.541929,99.678010
69.038055,100.111625
69.534778,100.542729
70.032047,100.971278
70.529813,101.397230
71.028026,101.820543
71.526636,102.241173
72.025593,102.659079
72.524848,103.074220
73.024351,103.486553
73.524051,103.896037
74.023898,104.302632
74.523843,104.706297
75.023836,105.106991
75.523826,105.504674
76.023765,105.899307
76.523600,106.290850
77.023283,106.679264
77.522764,107.064510
78.021993,107.446550
78.520920,107.825345
79.019494,108.200857
79.517667,108.573050
80.015387,108.941885
80.512606,109.307326
81.009274,109.669336
81.505341,110.027879
82.000758,110.382920
82.495474,110.734422
82.989441,111.082351
83.482609,111.426672
83.974929,111.767350
84.466351,112.104351
84.956826,112.437642
85.446306,112.767190
85.934741,113.092960
86.422083,113.414921
86.908283,113.733041
87.393292,114.047288
87.877061,114.357630
88.359543,114.664036
88.840689,114.966476
89.320450,115.264919
89.798780,115.559336
90.275630,115.849696
90.750952,116.135972
91.224700,116.418134
91.696824,116.696155
92.167279,116.970006
92.636018,117.239660
93.102993,117.505090
93.568157,117.766270
94.031465,118.023173
94.492869,118.275773
94.952325,118.524046
95.409785,118.767967
95.865204,119.007511
96.318537,119.242655
96.769737,119.473374
97.218761,119.699645
97.665563,119.921447
98.110099,120.138757
98.552323,120.351553
98.992192,120.559814
99.429662,120.763519
99.864689,120.962647
-129.349351,121.157179
100.727241,121.347096
101.154679,121.532378
101.579502,121.713007
102.001667,121.888964
102.421132,122.060233
102.837854,122.226796
103.251793,122.388636
103.662907,122.545737
104.071154,122.698083
104.476495,-83.550052
104.878887,122.988453
105.278292,123.126446
105.674669,123.259627
106.067979,123.387982
106.458182,123.511499
132.852156,123.630164
107.229112,123.743966
-157.585133,132.149660
107.987150,123.956936
108.361240,124.056083
108.731994,124.150325
109.099375,124.239651
109.463346,124.324053
109.823870,124.403523
110.180912,124.478053
110.534436,124.547635
110.884407,124.612263
111.230790,124.671929
111.573549,124.726628
111.912651,124.776354
112.248061,124.821103
112.579747,124.860869
112.907675,124.895650
113.231813,124.925441
113.552127,124.950240
113.868586,124.970043
114.181158,124.984850
154.438593,131.541384
114.794517,124.999467
115.095243,124.999276
115.391959,124.994085
115.684636,124.983894
115.973244,124.968706
116.257755,124.948520
153.208246,148.140646
116.814373,124.893167
117.086423,124.858005
117.354265,124.817858
117.617871,124.772728
117.877216,124.722621
118.132273,124.667543
118.383016,124.607497
118.629422,124.542491
118.871465,124.472530
119.109120,124.397622
119.342365,124.317775
119.571175,124.232996
119.795528,124.143293
120.015402,124.048677
120.230774,123.949155
120.441623,123.844739
120.647929,123.735438
120.849669,123.621263
121.046824,123.502227
121.239375,123.378340
121.427302,123.249616
121.610586,123.116066
121.789209,122.977706
-131.200672,122.834547
122.132402,122.686605
-78.208106,150.771505
122.456742,122.376430
122.611801,122.214229
122.762100,122.047305
122.907622,121.875678
123.048353,121.699363
156.700722,121.518377
123.315388,121.332740
123.441665,121.142470
-146.805727,120.947586
123.679674,120.748107
123.791383,120.544053
123.898212,120.335445
124.000152,120.122303
124.097191,119.904649
124.189321,119.682505
124.276532,-160.429761
124.358816,119.224834
124.436163,118.989353
124.508567,118.749474
124.576021,118.505219
124.638516,118.256615
124.696048,118.003684
124.748610,117.746453
124.796198,117.484948
124.838806,117.219194
124.876430,116.949218
124.909066,116.675047
124.936712,116.396709
124.959364,116.114232
124.977020,115.827642
124.989678,115.536970
124.997338,115.242245
124.999997,114.943495
124.997657,114.640751
124.990317,114.334043
124.977978,114.023402
124.960642,113.708858
124.938309,113.390443
124.910983,113.068189
124.878665,112.742129
124.841360,112.412294
124.799070,112.078719
124.751801,111.741435
124.699557,111.400477
124.642342,111.055879
124.580164,110.707676
124.513027,110.355902
124.440939,110.000592
124.363908,109.641783
124.281939,109.279509
124.195043,108.913807
124.103227,108.544714
124.006501,108.172266
123.904874,107.796502
123.798357,107.417457
160.591519,-152.681769
123.570695,131.586593
123.449572,106.261027
123.323605,105.869246
123.192805,105.474379
123.057186,105.076464
122.916761,104.675541
122.771545,104.271651
122.621551,103.864834
122.466795,103.455131
122.307293,103.042581
122.143060,102.627228
121.974113,102.209112
121.800468,101.788275
121.622144,101.364759
121.439157,100.938607
121.251526,100.509861
121.059270,100.078564
120.862409,99.644759
120.660961,99.208490
120.454947,98.769799
120.244387,98.328732
120.029304,97.885332
119.809717,97.439644
119.585649,96.991711
119.357123,96.541580
119.124161,96.089294
118.886787,95.634900
118.645024,95.178441
118.398897,94.719966
118.148430,94.259518
117.893648,93.797144
117.634577,93.332890
117.371242,92.866803
117.103670,92.398930
116.831888,91.929317
116.555923,91.458010
116.275802,90.985058
115.991553,90.510508
115.703206,-96.661627
115.410788,89.556801
115.114329,89.077740
114.813859,88.597272
114.509407,88.115444
114.201005,87.632304
113.888682,87.147901
113.572471,86.662283
113.252402,86.175499
112.928508,85.687598
112.600822,85.198628
112.269375,84.708638
111.934201,84.217677
111.595334,83.725794
111.252808,83.233039
110.906656,82.739460
110.556914,82.245108
110.203616,81.750031
109.846797,81.254279
109.486494,80.757901
109.122743,80.260948
108.755579,79.763469
108.385039,79.265513
108.011161,78.767131
107.633982,78.268372
107.253540,77.769286
106.869872,77.269924
106.483018,76.770334
106.093015,76.270567
105.699902,75.770674
105.303720,75.270703
104.904508,74.770705
104.502305,74.270730
104.097152,73.770828
103.689089,-93.757341
103.278157,72.771443
102.864397,72.272059
102.447852,71.772949
-75.021568,-124.607370
101.606567,70.775746
101.181913,70.277753
100.754641,69.780232
100.324793,69.283233
99.892413,68.786806
99.457543,68.291001
99.020228,67.795866
98.580511,67.301452
98.138436,66.807807
97.694047,66.314982
97.247388,65.823025
96.798505,65.331986
96.347442,64.841913
95.894244,64.352857
95.438957,63.864865
94.981626,63.377987
94.522297,62.892271
94.061016,62.407765
93.597828,61.924519
93.132781,61.442580
92.665921,60.961998
92.197293,60.482818
91.726947,60.005091
91.254927,59.528863
90.781282,59.054182
90.306059,58.581096
89.829306,160.552971
89.351069,57.639896
88.871397,57.171877
88.390339,56.705640
87.907941,56.241233
87.424252,55.778702
86.939321,55.318093
86.453196,54.859452
85.965926,54.402825
85.477559,53.948258
84.988145,53.495796
84.497731,53.045484
84.006368,52.597368
83.514104,52.151492
83.020989,51.707900
82.527072,51.266638
82.032402,50.827750
81.537029,50.391278
81.041002,49.957268
80.544371,49.525761
-107.313386,-146.683838
-149.699515,48.670434
79.051350,48.246698
78.552800,47.825638
78.053895,47.407295
77.554684,46.991711
77.055217,46.578928
76.555546,46.168987
76.055718,45.761929
75.555785,45.357795
75.055797,44.956625
74.555802,44.558460
74.055853,44.163338
73.555997,43.771301
73.056287,43.382386
72.556770,42.996633
72.057498,42.614080
71.558520,42.234765
71.059886,41.858728
70.561646,41.486004
70.063850,41.116632
69.566548,40.750648
69.069789,40.388089
68.573623,40.028991
68.078099,39.673390
67.583268,39.321322
67.089179,38.972821
66.595880,38.627923
66.103422,38.286663
65.611854,37.949074
65.121224,37.615190
64.631582,37.285044
64.142977,36.958670
63.655458,36.636099
63.169073,36.317366
62.683872,36.002500
62.199902,35.691534
61.717212,35.384499
61.235850,35.081426
60.755864,34.782344
60.277303,34.487284
59.800215,34.196275
59.324646,33.909347
58.850645,33.626528
58.378258,33.347846
57.907534,33.073329
57.438519,32.803005
56.971260,32.536900
56.505804,32.275042
56.042198,32.017456
55.580487,31.764168
55.120718,31.515204
54.662937,31.270589
54.207190,31.030346
53.753522,30.794500
53.301979,30.563075
52.852605,30.336093
52.405446,-135.528575
51.960547,29.895551
51.517951,29.682035
51.077704,29.473051
50.639849,29.268619
50.204430,29.068760
49.771490,28.873494
49.341074,28.682841
48.913223,28.496820
48.487981,28.315449
48.065390,28.138746
47.645492,27.966730
-84.842510,-77.219655
46.813945,27.636823
46.402378,27.478966
45.993672,27.325861
45.587866,27.177524
-154.948335,150.728353
44.785117,26.895210
44.388255,26.761261
43.994455,26.632137
43.603754,26.507849
43.216194,26.388410
42.831811,-91.445752
42.450646,26.164128
42.072735,26.059307
41.698117,25.959379
41.326829,25.864356
40.958909,25.774246
-70.782948,25.689059
40.233317,25.608803
39.875717,25.533486
39.521631,25.463115
-84.689860,-117.085827
38.824135,25.337242
38.480797,25.281751
38.141110,25.231233
37.805109,25.185691
37.472828,25.145130
-140.788206,25.109555
36.819556,25.078969
36.498631,25.053376
36.181556,25.032776
35.868363,25.017174
35.559083,25.006569
-103.046028,25.000964
34.952385,25.000359
34.655028,25.004754
34.361706,25.014148
34.072448,25.028541
33.787282,25.047931
33.506237,25.072316
33.229342,128.852018
32.956624,25.136061
32.688110,25.175415
32.423827,25.219751
32.163802,25.269065
31.908061,25.323353
-136.617669,25.382608
31.409530,25.446824
31.166791,25.515996
30.928436,25.590117
30.694487,25.669178
30.464969,25.753172
30.239904,25.842091
30.019316,25.935926
29.803225,26.034667
-118.522322,-68.515743
155.592703,26.246828
29.182155,26.360227
28.984268,26.478490
28.790982,26.601605
28.602318,26.729559
28.418293,26.862341
28.238926,26.999937
28.064236,27.142332
27.894239,27.289513
27.728952,27.441466
27.568392,27.598174
27.412576,27.759622
27.261518,27.925794
-159.327224,28.096674
26.973739,28.272243
26.837046,28.452486
26.705170,28.637383
26.578122,28.826917
26.455917,29.021068
26.338567,29.219816
26.226082,-95.960857
26.118475,29.631027
26.015756,29.843448
25.917935,30.060385
25.825023,30.281816
25.737028,30.507718
25.653959,30.738070
25.575825,30.972848
25.502633,31.212028
25.434391,31.455587
25.371105,31.703501
25.312782,31.955744
25.259428,32.212292
25.211048,32.473118
25.167647,32.738197
25.129229,33.007503
25.095798,33.281007
25.067357,33.558683
25.043910,33.840504
25.025458,34.126440
25.012003,34.416463
25.003548,34.710545
-108.116508,-146.119995
-101.848425,35.310766
-135.449477,35.616845
25.019722,35.926862
25.036263,36.240786
25.057800,36.558587
25.084331,36.880231
25.115854,37.205687
25.152365,37.534923
25.193861,37.867905
25.240337,38.204601
25.291790,38.544976
25.348213,38.888996
25.409601,39.236627
25.475949,39.587835
25.547248,39.942584
25.623493,40.300839
25.704676,40.662563
25.790788,41.027721
25.881821,41.396277
25.977765,-155.185539
26.078612,42.143432
26.184351,42.521956
-129.489979,164.326512
26.410463,43.288710
26.530812,43.676864
26.656009,44.068149
26.786040,44.462527
26.920893,44.859960
27.060553,45.260406
27.205007,45.663826
27.354241,46.070180
27.508239,46.479426
27.666987,46.891525
27.830467,47.306435
27.998665,47.724113
28.171562,48.144520
28.349143,48.567612
28.531388,48.993347
28.718281,49.421683
28.909801,-161.189822
29.105931,50.285985
29.306649,50.721865
29.511937,51.160172
29.721774,51.600864
29.936139,52.043895
30.155010,52.489222
30.378365,52.936800
30.606183,53.386584
30.838440,53.838530
31.075113,54.292592
31.316178,54.748724
31.561612,55.206882
31.811390,55.667019
32.065486,56.129089
32.323876,56.593046
32.586534,57.058844
32.853432,57.526436
33.124546,57.995776
33.399847,58.466816
33.679308,58.939509
33.962901,59.413808
34.250597,59.889666
34.542369,60.367034
34.838186,60.845866
35.138019,61.326114
35.441839,61.807729
35.749614,62.290663
36.061314,62.774868
36.376909,63.260295
36.696365,63.746897
37.019652,64.234623
37.346737,64.723427
37.677587,65.213258
38.012169,65.704067
38.350450,66.195806
38.692396,66.688426
39.037973,67.181877
39.387146,67.676109
39.739880,68.171074
40.096140,68.666722
150.401440,69.163003
40.819095,69.659868
41.185718,70.157267
41.555722,70.655150
41.929071,-133.070534
42.305727,71.652170
42.685652,72.151207
43.068808,72.650529
43.455158,73.150086
43.844662,73.649827
138.011348,-128.545616
44.632978,-67.312284
45.031710,75.149663
45.433440,75.649645
-97.984507,142.945873
46.245728,76.649364
46.656205,-164.089953
47.069517,77.648423
47.485622,78.147581
47.904479,78.646423
48.326045,79.144901
48.750278,79.642965
49.177136,80.140564
49.606576,80.637649
50.038556,81.134170
50.473032,81.630078
50.909961,82.125323
51.349298,82.619856
51.791001,83.113626
52.235024,83.606585
52.681324,84.098684
53.129856,84.589872
53.580575,85.080102
54.033436,85.569323
54.488393,86.057488
54.945402,86.544547
55.404416,87.030451
55.865389,87.515153
56.328276,87.998603
56.793030,88.480753
57.259605,88.961555
57.727954,89.440961
58.198030,89.918923
58.669786,90.395393
59.143176,90.870323
59.618150,91.343666
60.094663,91.815375
60.572667,92.285403
61.052113,92.753702
61.532954,93.220226
62.015142,93.684927
62.498628,94.147760
62.983365,94.608679
63.469303,95.067636
63.956394,95.524587
64.444589,95.979485
64.933840,96.432286
65.424098,96.882943
65.915313,-145.189118
-110.956268,-104.572292
-153.011332,98.221606
67.394212,98.663242
67.888766,99.102511
68.384030,99.539371
68.879956,99.973776
69.376494,100.405684
69.873595,100.835052
70.371208,101.261836
70.869284,101.685994
71.367773,102.107483
71.866625,102.526262
144.593013,150.665403
72.865220,103.355519
73.364862,103.765916
73.864668,104.173435
-119.282890,104.578038
74.864571,104.979682
75.364567,105.378329
75.864528,-103.333358
76.364401,106.166469
76.864139,106.555884
77.363689,106.942144
77.863004,107.325209
78.362032,107.705041
78.860724,108.081603
79.359030,108.454857
-84.568491,145.286480
80.354284,109.191292
-133.139155,164.647720
81.347397,109.914051
81.843026,110.270211
82.337971,110.622844
82.832182,110.971915
83.325610,111.317389
83.818205,111.659231
84.309918,111.997407
84.800701,112.331884
85.290503,112.662627
85.779276,112.989604
86.266972,113.312782
86.753540,113.632129
87.238934,113.947613
87.723103,114.259202
88.206000,114.566865
88.687577,114.870572
89.167785,115.170291
89.646576,115.465994
90.123902,115.757649
90.599716,116.045230
-96.185184,127.200566
91.546617,116.608048
92.017609,116.883230
92.486899,117.154224
92.954441,117.421002
93.420187,117.683539
93.884091,117.941807
94.346107,118.195781
94.806188,118.445435
95.264289,118.690745
-154.895144,118.931686
96.174365,119.168233
96.626250,119.400364
97.075972,119.628055
97.523487,119.851283
97.968749,120.070026
98.411715,120.284262
98.852339,120.493970
99.290578,120.699128
99.726388,-128.530661
100.159725,121.095715
100.590547,121.287104
101.018809,121.473864
101.444469,121.655977
101.867486,121.833424
102.287815,122.006189
102.705416,122.174252
103.120246,122.337598
103.532264,122.496210
103.941429,122.650073
104.347699,122.799171
104.751035,122.943489
105.151396,123.083013
105.548742,123.217728
105.943033,123.347622
106.334230,123.472681
106.722293,123.592892
107.107184,123.708245
-77.992744,123.818727
107.867296,123.924326
108.242441,124.025034
108.614262,124.120839
108.982721,124.211732
109.347782,124.297704
109.709408,124.378746
110.067564,124.454850
110.422212,124.526009
110.773319,124.592215
111.120848,124.653462
111.464765,124.709744
111.805035,124.761055
112.141626,124.807389
112.474502,124.848743
112.803630,124.885113
113.128978,124.916493
113.450514,124.942883
113.768204,124.964277
114.082018,124.980676
114.391923,124.992076
114.697889,124.998478
114.999886,124.999879
115.297882,124.996281
115.591849,124.987683
115.881757,124.974086
116.167576,124.955492
116.449279,124.931902
116.726837,124.903320
117.000222,124.869747
117.269407,124.831187
117.534366,124.787644
117.795071,124.739122
118.051496,124.685626
118.303617,124.627162
118.551407,124.563735
118.794842,124.495352
119.033897,124.422019
119.268549,124.343744
119.498774,124.260535
119.724550,124.172400
119.945853,124.079348
-125.544249,-149.547750
120.374954,123.878529
120.582709,123.770783
120.785905,125.089242
120.984523,123.540671
130.368290,151.758636
121.367945,123.291143
121.552710,123.159129
121.732819,123.022299
121.908256,122.880667
122.079002,122.734247
122.245040,122.583054
122.406353,-95.202119
122.562926,122.266408
122.714743,122.100987
122.861788,121.930856
-104.533059,141.703088
123.141505,121.576532
123.274150,121.392375
123.401967,121.203579
123.524944,121.010162
123.643069,120.812145
123.756329,120.609546
123.864714,120.402386
123.968212,120.190686
124.066814,119.974467
124.160508,119.753750
124.249287,119.528559
124.333141,119.298914
124.412062,119.064840
124.486041,118.826359
124.555072,118.583495
124.619148,118.336274
124.678262,118.084718
124.732407,117.828854
124.781580,117.568708
124.825775,117.304304
124.864987,117.035670
124.899212,116.762833
124.928448,116.485819
124.952691,116.204657
124.971938,115.919374
124.986189,115.630000
124.995441,115.336562
124.999693,115.039091
124.998945,114.737616
124.993198,114.432167
124.982451,114.122775
124.966706,113.809471
124.945965,113.492286
124.920229,113.171252
124.889501,112.846400
124.853784,112.517764
124.813082,112.185377
