dim-1,dim-2,dim-3
36.910254,31.594823,41.709756
58.747104,59.097914,38.093980
60.405325,40.715750,57.975002
63.018407,16.497179,25.776150
62.511961,49.960383,45.872239
10.005141,30.840329,14.809492
55.221066,50.766725,38.825521
36.818745,55.687063,17.683895
-159.970871,143.126900,19.146204
54.596532,41.518970,52.312655
37.841846,40.694616,47.140973
10.249916,14.317765,63.948427
62.455564,17.378303,37.944345
11.404261,21.536624,14.138540
33.044321,49.967223,54.591767
27.149856,49.836879,60.018386
53.164462,42.441511,12.505470
54.648466,16.883746,42.405180
60.722623,24.644214,16.371474
60.308665,41.541334,63.303925
32.954189,60.233218,14.972313
12.857431,44.335871,38.288405
28.863888,32.960023,24.672594
54.324992,19.366550,51.816085
40.764818,61.569587,47.768935
5.580833,43.884868,31.380309
43.712944,6.097284,49.034247
64.023107,36.426941,21.095949
35.496435,44.304605,11.544905
20.470119,55.230634,11.134254
-122.997735,156.838898,63.932339
56.594768,61.992055,62.820127
61.450554,45.704401,35.081091
19.750899,59.358004,34.503781
48.263835,59.771705,44.443498
44.136985,24.607169,24.343659
44.215143,12.442521,61.451291
57.510882,58.976752,61.947192
52.808870,23.781137,40.754276
62.020662,22.179727,40.781124
-130.045376,57.371163,57.009930
50.242324,14.359157,53.617152
7.755912,25.132791,34.904554
26.458873,26.018769,18.758135
16.346082,-151.182684,126.020950
40.283910,39.504022,6.768687
39.782615,53.307180,34.720590
39.458851,22.609410,8.246697
37.723967,52.941256,34.197056
8.585229,52.555633,64.149230
40.571392,39.572122,34.387280
12.662155,22.273917,37.927055
61.906615,9.542283,7.055158
8.641692,19.807271,61.776644
10.168379,41.208015,16.487690
63.743634,5.163780,17.885734
16.030118,22.290864,33.656055
48.706881,8.906888,27.260766
38.288224,50.919088,43.667556
43.703176,39.878344,43.548306
10.251226,17.825630,41.995451
52.512559,45.862743,54.415996
17.290394,31.460075,32.731220
64.178531,33.459015,37.418841
26.670665,18.415927,57.014505
27.069729,52.483970,48.555537
56.997119,24.334106,10.750838
10.655416,19.259742,26.905055
27.775941,29.647980,53.347402
62.617279,17.091778,-151.641443
35.085834,11.264047,19.713423
133.507972,144.476765,-111.906292
35.879517,16.915484,8.559546
37.211625,63.657964,18.354097
40.217505,54.930885,30.145525
62.113933,26.909977,51.707372
37.534323,5.191515,14.195177
13.261919,43.337369,48.983877
60.415002,42.506349,5.479313
30.537147,47.346894,77.649809
41.916084,5.856711,42.508257
31.887317,15.322280,17.311852
53.167955,37.085900,54.669270
39.238754,57.618377,36.141453
60.942509,34.002084,21.331875
31.927715,43.314948,59.221053
23.967632,60.682833,50.932872
42.236439,15.842104,38.333319
44.089979,15.594169,35.714280
32.948733,40.011488,52.453067
7.915855,55.652600,38.177768
22.823883,7.735204,5.840358
31.467535,44.899969,31.704067
11.025553,13.049353,19.737068
48.087972,40.188514,52.939768
81.752814,-85.492766,-65.162689
30.093290,25.670048,50.489255
58.231315,58.188257,30.625047
18.102063,32.809932,37.424230
22.957611,10.838437,60.500841
6.754140,10.811029,61.885630
55.803273,53.498104,47.375194
45.229808,41.087350,43.989252
62.566055,34.496048,41.957913
36.813401,9.785349,59.179577
159.183069,20.942813,-138.968282
50.224853,33.477201,23.954430
45.487430,45.178802,38.111589
23.813850,33.148354,9.702912
54.323574,24.638946,58.030584
8.133166,30.961072,33.811997
36.276731,25.822256,21.284545
48.236159,36.275562,27.353410
64.410229,10.836193,23.359988
11.571890,19.676615,16.966514
-138.459077,144.185260,63.430456
10.470395,49.344536,31.009060
30.635276,63.513092,26.024709
57.569913,15.223559,17.943367
61.803186,44.856722,27.504900
58.062763,24.920051,47.319984
10.110870,64.906375,17.593828
11.876257,21.031938,16.061186
59.637172,42.418079,52.495244
56.951341,50.327407,21.281369
61.782987,16.461999,37.900570
32.630761,64.652413,19.496186
33.277026,39.280032,6.964638
10.712992,42.078460,33.712900
73.285666,154.739572,69.335835
52.090319,22.488941,39.250381
13.572995,46.179656,52.055370
20.569866,50.427548,53.560547
52.451975,14.820700,41.478548
48.212524,14.418315,24.826150
18.569514,13.299354,63.863754
18.223610,52.146965,59.731360
86.769678,101.465580,143.080927
61.807631,25.928861,35.000912
9.010087,55.004625,61.444198
-80.387412,39.420903,37.194864
25.902605,12.016658,8.229832
13.551481,62.675877,43.727090
55.856239,26.426226,39.581878
51.104672,11.443660,11.980953
45.597588,36.869284,56.720428
46.208079,28.916627,62.589721
101.145122,-145.385905,10.172177
137.293529,30.463680,-119.882615
20.111769,53.580272,14.128611
16.238762,23.724474,52.570615
61.513815,38.378721,30.651497
23.384716,46.117601,7.172775
40.715691,10.449897,64.711132
22.841865,19.325142,45.236380
32.690760,33.726091,47.406487
29.925494,15.939284,53.576469
40.458928,19.887492,61.486539
56.400548,49.201453,10.639605
37.174530,27.786345,41.202479
22.359294,63.154661,22.032603
29.959375,25.269007,52.354662
41.331822,47.425021,55.069446
10.890485,49.701124,15.115554
43.496480,62.695688,21.580228
12.966123,53.747274,27.968296
42.235980,42.000037,12.917703
30.106347,55.017812,18.220277
62.416195,24.867398,27.442905
48.273094,16.647062,11.100128
9.683390,5.568915,36.489278
12.724472,16.672138,23.207612
49.694977,37.617950,28.973860
-163.338426,77.833759,30.598014
44.847851,39.819580,36.862834
57.702962,30.099670,60.552752
-124.422062,109.130617,158.005943
45.131979,12.664045,36.874562
27.416977,30.001797,38.026189
42.585791,34.769792,58.147068
47.511509,11.668594,39.108512
108.555979,45.582472,120.841868
-105.839865,78.771492,50.231398
39.425835,36.513968,20.061622
16.083907,14.930188,64.380656
50.741506,64.949375,17.471233
35.547854,53.220713,41.003155
17.314277,30.705365,15.659214
41.279294,34.302234,9.067211
49.111125,11.905861,23.998424
55.076496,38.313480,6.145353
23.258187,13.637444,60.143687
37.060449,11.405597,8.940049
14.351860,13.176809,42.764844
-146.888799,-87.206272,158.804642
25.623109,5.052941,5.817096
142.725152,44.629160,-130.845704
77.656222,150.450668,147.683627
35.927947,57.413669,34.105488
47.938505,12.695816,28.315820
21.040884,23.985701,31.696611
63.998560,38.993483,25.384320
43.579941,61.858651,42.430925
62.564500,25.257026,41.059226
49.680799,53.738576,20.338139
20.106759,31.272744,49.900263
21.881299,21.515341,27.417420
25.889355,21.839230,47.943553
29.216294,19.769976,60.669209
18.959121,14.776239,53.641797
32.454938,45.013361,42.625609
63.484878,28.470818,16.728552
27.924470,63.086129,42.452763
25.293981,13.048654,36.502660
24.235509,60.764061,10.036491
26.643320,117.689006,-133.104265
46.205274,36.557535,53.121235
36.826241,19.222798,60.563115
9.313392,54.762709,36.418935
27.151748,34.741154,35.842941
44.184863,24.037015,17.032958
39.152142,44.679581,46.963780
7.670581,43.239612,29.209115
40.977022,58.117080,18.177712
41.391219,9.882068,22.435417
19.553027,-158.285089,-131.226087
21.724201,24.537671,13.255148
38.450487,132.074406,141.162579
12.390853,39.433072,47.636849
60.957606,47.130205,59.862419
37.465540,31.386540,16.034214
23.790760,32.032828,56.011906
57.172208,25.121414,64.485628
45.292368,64.501215,62.327216
42.215875,46.126556,34.043843
20.057834,51.992493,17.710068
41.126740,17.437645,11.180126
61.267291,63.112648,43.036841
13.687372,38.344409,11.091457
25.610361,50.046426,45.016768
31.507327,20.830260,9.549297
35.428116,14.355711,51.395330
21.397153,7.398982,51.892560
32.009927,38.497616,14.745282
6.507665,38.059117,60.012131
55.453152,11.495163,35.052505
48.172154,33.848224,26.199228
31.182630,6.301010,18.504535
39.988014,12.225716,58.248615
44.185425,13.944666,63.047398
7.935832,45.956870,50.295400
33.535159,21.357199,42.213949
24.047211,9.781428,22.800835
10.954327,44.335824,47.185496
36.509455,58.920935,56.019403
13.938077,10.345587,39.327485
11.640338,25.214724,39.383430
43.432606,-154.711761,-84.921284
10.554939,46.957445,21.600518
-79.128182,33.470598,58.456191
35.945892,16.889005,26.134143
47.656281,55.171659,50.790501
53.586074,61.318683,50.629705
23.433247,43.893556,31.474856
64.355786,27.566907,27.736909
59.461303,45.149437,16.896852
35.261896,42.712362,33.973512
42.935842,30.243711,59.485740
59.871309,38.499520,55.420992
17.145395,28.934974,26.563929
6.440039,10.107648,54.482807
34.165593,9.942332,41.548230
57.076398,10.876207,13.098544
18.716851,35.191779,12.067662
33.106200,35.421312,60.423260
37.003381,30.675636,64.201326
41.775837,17.027797,54.680167
63.177972,21.583410,26.149824
38.969517,62.562491,62.775718
11.927885,60.500011,38.869378
34.036953,49.433073,37.906048
55.989641,41.953247,27.739733
46.321589,62.004947,64.239613
50.382135,18.706326,61.467609
8.973768,-157.911053,151.157096
25.684413,29.413821,47.445698
27.112794,12.194991,47.094457
37.663362,60.355795,16.688856
48.229911,30.992734,24.467455
24.383471,30.343759,18.657662
39.557873,31.129793,44.145057
27.338494,22.427051,13.200831
124.060858,-70.281295,76.863081
15.041137,32.873595,18.937566
22.962256,48.321842,48.848804
7.772841,39.816152,20.702150
60.441285,38.377494,61.681759
45.717999,-70.185118,117.694265
51.537979,55.268786,11.597377
46.621594,55.018904,36.745327
63.173926,33.514573,8.705825
64.045883,57.066554,11.469831
46.296063,6.301180,33.618212
30.644970,44.064577,13.788683
14.818940,38.945980,49.586956
45.353266,55.704650,11.853119
31.017625,14.392928,23.160018
53.363963,22.763633,57.491426
46.511755,47.124943,21.911154
-129.788272,75.673936,53.366870
49.544729,46.053876,29.517891
20.377662,57.511798,40.381663
22.124446,48.571539,22.474555
63.931417,61.718376,37.082707
5.935945,19.127851,47.434492
51.783826,59.855291,17.442764
47.747042,16.903718,45.885751
32.285466,62.266240,13.936320
56.726401,46.862609,20.511085
47.444267,13.910148,21.482916
55.677536,53.206768,26.885294
57.419651,38.498441,59.520287
20.382712,25.962242,26.256929
18.834850,26.836139,10.427934
46.248526,5.356198,51.176492
29.966053,5.864705,51.882440
50.536919,37.420701,21.369912
31.746749,36.801767,33.867284
64.111267,35.799153,53.126375
53.218524,10.404692,46.644607
62.625035,13.971029,42.910170
51.152090,45.528927,40.790405
56.440764,58.242161,43.729608
9.261509,42.922829,30.867515
50.824589,37.650689,19.402765
44.861967,38.031858,62.643587
60.343161,52.766584,28.754408
54.310490,54.701625,24.512090
63.663867,62.902267,11.091569
19.345810,42.359327,6.796186
44.304159,33.312920,19.939030
52.684868,50.516443,20.709012
19.929722,42.153046,19.001588
-68.193116,-65.447806,155.878050
45.199963,44.926237,42.569160
59.875898,38.228960,29.241880
13.969107,16.747002,13.537454
39.561644,6.699278,-163.819719
25.710537,26.859976,21.877505
20.582264,41.378016,12.270982
35.186548,17.458127,48.280936
9.006213,9.580977,35.296337
38.735034,7.561596,30.387124
9.707939,15.010362,27.800028
7.033332,15.326125,39.136786
7.503022,24.113492,38.489638
26.199604,46.131313,60.555449
24.375382,38.434521,23.293392
14.344150,38.570754,16.958886
22.991448,63.706032,51.754643
55.409970,21.154716,22.243838
75.316204,-150.515439,97.567295
64.776204,48.479413,26.904808
63.485381,23.865083,59.934523
26.724661,25.711001,63.877733
62.401299,55.823591,51.927277
53.812400,22.188017,9.831113
10.592869,6.126158,35.999085
60.693536,13.489607,53.360807
62.595179,36.578699,59.685541
30.239050,24.097461,17.080716
64.543762,44.184645,53.505880
23.418395,43.080506,13.205735
19.893566,27.971070,41.971771
16.662607,46.440548,64.181226
15.527387,59.013104,63.965294
37.057908,50.243286,28.945454
25.349002,18.786778,11.652457
25.386083,30.149734,18.790137
51.822084,17.770670,23.024915
59.021656,56.802810,64.662040
8.486533,39.507910,46.622249
19.395422,42.247614,21.769846
39.663573,16.457168,11.691498
42.660629,60.095814,28.312189
57.080662,50.127197,8.574658
72.542077,-141.196094,-152.280468
25.256549,39.638247,61.794647
147.892861,98.832832,-128.324294
61.729322,55.879464,39.373958
64.636521,44.044983,35.217101
12.095398,16.017276,52.276102
37.163467,51.393463,42.261140
22.078970,47.283352,33.268311
30.296948,64.397796,5.701859
8.872552,44.508319,14.658613
6.799502,42.968162,20.890958
22.960091,13.464578,21.390835
55.555258,55.086212,39.587800
56.720474,55.584845,36.722950
28.119411,23.278948,29.830104
28.284905,42.213536,8.441015
22.852426,5.165190,28.652361
61.290869,44.011508,23.684970
7.339895,-118.610677,-164.481143
55.325991,29.204321,22.283743
31.944596,44.480319,53.752272
24.577023,22.720939,49.904039
24.369833,46.874762,34.865298
22.153512,18.600008,60.377263
45.409156,35.096169,56.254825
35.473391,51.582767,36.293194
55.616745,6.257516,47.002860
11.748040,58.400911,23.874263
30.833378,51.907555,24.947683
19.876515,46.318471,45.846270
39.735193,35.796981,59.128810
15.260935,31.390954,56.610546
38.866141,58.893959,11.735135
59.512026,10.215080,29.681998
11.701515,11.227747,30.136613
40.295907,19.922607,30.844476
26.594527,23.379145,13.319092
33.904360,11.413128,38.746039
64.766860,31.500640,19.967283
10.598812,5.078706,50.886160
55.164233,20.688267,56.228157
48.169773,49.294904,40.093063
27.002146,53.723817,31.805444
9.778705,64.167255,26.514504
28.358603,30.445620,64.367016
20.433784,42.071277,36.362833
44.403125,29.718472,35.305690
25.649448,19.395042,52.915174
55.673468,5.290539,46.178615
44.029704,58.238108,54.473652
23.528081,15.275916,37.730066
35.680706,55.834913,35.692147
63.076257,30.997846,27.167579
32.936609,6.887613,50.170353
25.785192,44.591136,9.498371
42.295396,56.442330,63.748509
25.681921,32.147561,38.394438
27.783948,44.560156,63.107369
44.860383,20.313819,24.512284
30.503804,39.285391,60.966304
30.740961,31.731170,24.970794
59.803146,18.555249,39.329082
40.010901,15.447858,32.114387
38.554312,54.460390,55.949078
9.871886,41.146958,6.576277
26.179904,14.059379,8.099121
58.862989,5.312665,47.277071
36.806150,5.156081,64.311034
44.043414,62.241792,18.212398
14.606044,81.708920,-78.906395
50.082275,9.186989,9.853407
53.408459,5.179783,25.404403
40.865889,62.260778,5.923055
64.154009,7.983816,20.362491
50.570685,11.474990,6.578062
36.613507,16.994985,27.808311
55.602009,24.848117,64.647208
159.754724,25.060821,70.899171
43.513913,59.251363,27.533398
40.096589,57.651638,19.389690
27.682119,21.773055,63.435354
45.978536,25.635978,55.978998
27.987482,29.958784,19.677707
51.748660,25.624003,47.364090
48.212735,61.516121,46.355907
6.352594,32.430843,16.690910
35.304440,27.668668,53.109325
34.578060,5.232676,64.127539
21.104689,51.978014,44.959234
25.230154,29.102428,39.123760
21.751675,63.836817,60.814032
49.766909,19.585192,43.754287
19.853486,25.299957,15.171257
19.872263,8.343670,58.652470
46.448431,21.423932,54.114105
52.064926,16.872304,24.647832
36.587938,23.016586,60.526774
40.434863,25.757547,41.849090
22.613062,42.085458,18.096456
18.723072,34.246926,52.822242
39.143568,6.742071,35.418652
55.987867,50.133097,62.946622
-109.818106,90.609296,138.869210
9.541191,55.984536,53.944587
14.995140,38.597441,27.383206
53.019725,32.925728,23.408979
47.025303,23.965410,45.533275
43.928080,19.895363,50.438510
55.264731,68.699779,46.042612
53.229420,47.944929,31.421853
54.045595,56.405990,23.618300
39.066679,5.153682,14.024031
58.583278,14.128583,46.149890
29.544651,11.853460,19.785726
22.164218,18.554850,19.378768
163.098814,37.732198,-71.581451
38.373396,37.888401,39.879242
87.423030,-135.896038,-116.704915
24.608213,56.474407,28.197666
19.018846,18.764631,18.200217
39.745751,21.644580,16.537603
61.557518,50.039557,61.622680
24.551964,32.105251,61.148621
34.216066,14.730284,22.503419
61.955906,30.364528,63.971728
38.911153,19.000465,15.755236
53.090817,41.482488,40.859229
22.582748,23.271373,10.468844
9.329824,18.833574,12.468331
51.338637,51.618095,35.495163
61.072028,39.656444,15.595915
47.306586,52.474500,62.443353
61.043682,11.281984,53.275117
52.872884,39.632986,46.369503
7.692622,34.858143,7.099571
17.864104,57.882314,36.906229
5.615165,14.775602,39.028583
11.197586,5.224398,10.461438
15.390741,7.643660,43.897256
25.798910,17.297737,35.300755
13.901129,84.528754,79.312116
-72.316095,-76.651437,-130.676635
58.452638,14.722763,20.875060
35.934668,32.256957,47.992550
106.227460,92.722258,83.665829
39.516515,29.903172,23.291250
54.319162,51.817938,29.321474
54.840179,6.984035,29.620842
11.261298,6.332765,15.242637
44.964097,15.224754,11.113700
41.750868,23.424584,29.606945
20.549099,32.545873,51.662598
27.801328,21.670387,16.545609
42.480880,57.813621,28.954289
12.417046,27.346964,29.982045
29.432735,62.025771,49.274885
26.555791,61.680231,26.466218
-127.517758,100.352342,12.531661
28.952641,57.259509,18.304805
20.636390,19.252173,40.357889
54.227716,47.491463,47.621312
48.921568,16.460488,42.269025
27.493711,9.027808,44.433010
102.543505,-96.924706,19.228917
47.224983,19.758295,39.693845
26.181292,12.378595,19.034262
7.634484,36.672471,7.806399
-77.187794,-118.998311,-89.048392
55.554120,17.692249,5.066746
32.973769,58.954564,11.669198
59.596532,5.456812,55.738849
58.133906,5.941361,52.508304
59.540493,38.216117,54.533206
7.332985,11.107496,59.025599
44.861926,31.336430,39.017972
51.032749,38.504323,23.570906
26.919006,21.510229,17.131815
57.649399,28.932237,38.283515
26.743030,50.583467,38.131820
61.394644,7.409470,19.910245
6.070987,16.241787,31.769506
6.065452,15.344376,19.229711
54.015519,24.303842,8.855748
8.248222,24.321481,44.084412
28.677604,48.145182,57.486803
31.530529,52.840264,13.540341
20.846416,28.982315,20.652071
35.047303,13.883090,35.877684
13.791234,54.348250,29.413862
10.993127,7.605701,52.671687
36.600041,29.535167,38.618976
10.850319,51.259003,54.079073
124.013569,164.035230,-160.139874
17.774059,7.678955,10.292663
8.040237,27.423895,37.852138
14.238655,26.556661,7.507124
-159.677230,106.401110,74.524451
62.730952,11.807940,43.509229
46.585690,41.642729,16.907576
17.531250,13.360612,58.459220
57.324070,62.346781,53.455718
15.929702,18.276077,36.264064
29.371395,58.963814,40.524150
51.209596,39.992809,20.241894
41.722907,15.001061,53.648068
26.911602,59.955500,25.981761
25.443045,27.405732,24.537702
26.392366,50.255130,9.232530
11.210941,61.849574,29.889738
21.663866,56.288590,32.822925
8.785278,5.100571,38.230785
5.414415,33.429152,62.132889
28.947923,29.282756,23.121537
52.540329,28.962120,55.560530
56.593701,53.329669,29.950066
44.866221,16.045280,14.542533
45.369976,32.917051,46.883275
59.818156,15.388251,17.305845
61.823223,14.238916,27.434424
11.804387,36.970323,50.045507
12.987167,38.470021,27.144705
53.201711,62.956107,27.527827
11.240708,37.673602,10.461294
57.335516,26.511345,13.435490
65.653743,15.679722,-155.540169
17.616483,53.662900,41.344188
8.748188,33.194474,10.762764
42.477454,22.168175,26.890107
42.543878,27.142027,31.142222
23.563049,59.047177,8.559712
54.829542,14.425422,30.571772
56.582783,25.605734,27.619046
15.279174,11.651298,6.118107
55.786199,28.093743,9.916678
56.583047,33.773738,12.724458
5.329706,21.303682,22.657715
9.618870,58.998562,12.015601
13.163055,5.158349,23.310798
77.008535,81.412045,-132.710968
34.796073,40.459465,24.158514
5.236591,12.833197,57.541270
22.247844,22.189628,47.753695
21.080758,57.761545,34.575758
17.628151,45.000813,55.732829
20.572258,43.841934,58.282419
59.776536,157.080292,57.962999
46.147192,51.987947,33.832843
30.724640,39.829427,16.637624
27.712744,63.284936,18.484230
31.958925,43.812457,32.175022
40.197809,27.736815,53.278797
55.122490,48.454836,46.579335
7.910429,63.530977,30.946289
46.311851,11.247836,43.618595
26.484833,31.411241,18.135024
43.359951,26.368633,62.734867
32.588507,21.811010,28.676063
8.599625,21.860573,10.616412
43.609583,26.611349,11.807719
57.273030,54.542542,-158.544377
7.812869,29.918735,55.748916
38.977975,64.263955,11.837129
55.589551,49.736559,61.942926
6.628425,18.817766,63.802096
10.024573,9.580267,15.892157
43.549272,44.759378,49.382096
39.954043,16.284127,31.548089
11.907238,41.689279,64.780508
10.737478,43.526019,34.122139
64.302973,33.321225,16.038566
29.470697,23.017141,12.602723
62.724435,14.846728,54.619427
78.482816,-106.630053,-161.894383
46.998308,37.879097,32.803497
38.749954,16.770308,29.859309
47.685395,16.511700,40.334249
52.129574,17.196619,51.516127
19.246589,43.684470,53.253632
103.221901,7.292298,-78.635579
43.297152,34.299652,53.993534
41.351452,36.745061,15.846567
22.971714,64.203737,29.542673
25.294183,-102.542057,153.536235
26.781711,21.464270,23.578695
7.149263,51.958854,55.376971
36.845560,27.332096,45.199211
45.356496,64.712644,52.988040
55.893784,61.976820,62.551709
55.308467,40.168594,29.096167
-95.948185,-150.163194,13.801957
20.143888,11.447859,38.240458
64.118796,17.267745,44.562531
19.832566,18.252739,36.957765
5.079571,18.480212,33.747451
8.659711,6.148084,42.836349
25.262256,27.861752,47.513176
48.050033,59.930076,58.218431
26.978302,45.714271,29.118151
19.332615,32.900007,44.634484
34.184267,22.419958,11.682877
10.790195,13.290497,6.111381
8.348530,59.046600,21.725899
52.847904,44.173307,9.915816
31.062499,32.021161,43.899723
45.161287,50.137637,61.706028
86.409400,-95.165104,-138.300804
16.711129,64.065470,64.752046
46.225364,46.102646,52.257328
34.520570,42.513955,23.516876
23.809073,12.178267,28.106993
42.745566,27.904175,33.241123
30.115132,56.426439,21.611750
43.566677,39.688429,85.128944
20.693011,8.519151,33.107826
21.331984,37.530421,39.181066
24.850818,53.571958,21.617474
15.779166,110.149020,-157.095542
31.256431,53.089833,27.434373
11.557593,37.567880,19.112624
26.125096,39.046504,19.122982
35.990160,22.028500,47.398625
47.661207,48.610339,30.737435
40.328164,44.774668,64.837669
5.651004,5.177426,23.005877
34.907995,39.928814,36.231929
25.298140,26.195048,56.328769
14.019510,12.037521,17.529864
18.300635,9.717156,22.371388
61.894225,10.014649,21.168140
21.543897,31.883282,55.254569
16.187382,46.595614,8.115939
127.187319,-90.288644,57.819862
17.542496,44.708470,49.920140
31.205856,36.090718,25.923161
42.140716,14.662940,26.337575
7.227351,56.916511,7.934814
26.866558,46.101243,52.407996
52.721222,43.310894,8.650206
-98.082990,108.118649,45.940639
52.987567,34.290810,20.363874
13.392217,22.301127,56.895969
21.925964,19.938250,57.641200
-128.939764,100.086842,17.538455
56.862995,20.658654,5.306798
19.775950,43.535840,55.938692
15.110348,57.935154,55.922569
28.768057,44.445820,64.793502
16.565085,21.940129,61.779773
19.807937,11.850065,51.711467
18.855411,60.112079,58.171011
24.066728,9.921682,48.712376
38.010323,64.980615,59.922205
10.530133,9.362828,9.077168
24.485606,23.941887,8.206645
5.852154,52.669761,5.239825
