dim-1,dim-2,dim-3,outlier
50.728896,16.018220,57.042048,false
29.942065,10.184972,54.911359,false
10.073237,63.137367,48.687397,false
22.493948,21.461471,14.451756,false
38.914257,59.606269,48.721892,false
43.190812,63.526411,17.352074,false
15.082300,5.764844,60.849457,false
17.535699,23.355966,33.845631,false
11.432060,35.967845,33.235486,false
28.735710,52.348722,44.271281,false
-105.321374,10.453627,-97.784585,true
18.751553,23.364626,20.936930,false
42.973415,53.811917,7.258769,false
22.035359,14.214441,22.901730,false
44.432667,62.329515,18.379075,false
52.975076,58.166577,11.732563,false
27.424949,40.185666,37.986171,false
42.722802,10.120880,62.549959,false
64.805058,36.924980,41.752454,false
14.152912,56.767715,30.953900,false
40.809885,38.906055,6.698364,false
15.557395,26.256564,30.452691,false
31.869231,7.633217,9.600069,false
61.451029,27.423119,8.558417,false
61.095084,35.050030,45.186685,false
9.140464,56.216092,8.255597,false
49.202260,33.983292,27.877048,false
18.367503,58.944952,62.162598,false
31.398398,49.128642,7.318216,false
30.059080,32.482217,18.390099,false
50.072440,13.463620,50.007878,false
86.813183,83.792743,-97.039909,true
39.674102,7.286375,39.335531,false
40.061451,27.520762,37.389093,false
-153.899358,-151.153389,88.986483,true
12.847915,19.345086,33.370587,false
64.488970,14.322171,20.366972,false
24.184387,55.182055,55.610230,false
6.436412,60.923237,56.408265,false
5.013677,28.871640,44.329000,false
15.376111,33.133013,51.396017,false
20.650049,40.735494,19.618010,false
64.790314,62.362102,54.378564,false
21.970509,57.334309,33.959192,false
57.644850,44.650865,57.626690,false
38.383543,59.598391,14.325885,false
60.120062,16.658522,33.115115,false
62.870102,157.119031,-75.002674,true
33.059672,64.248913,49.011334,false
19.487772,16.280477,36.713229,false
38.867919,24.874776,60.310904,false
13.680380,49.066424,32.044497,false
23.510673,15.895519,31.008335,false
27.239375,6.003719,58.634395,false
7.256260,39.125713,19.853271,false
34.229194,12.805836,31.127965,false
28.692385,43.742510,5.716534,false
151.544919,130.180601,6.588224,true
44.143372,44.876253,36.058012,false
26.816605,47.214518,27.833823,false
5.255910,64.561089,61.961430,false
26.523093,41.058085,64.716428,false
27.694463,37.657165,8.911339,false
62.599439,43.956799,31.996717,false
11.796798,10.777047,10.204123,false
27.307836,11.747914,43.955347,false
10.126264,17.093768,35.928971,false
26.869199,49.329139,44.992309,false
43.194890,38.653506,49.931719,false
29.134271,29.059351,20.619807,false
47.250694,9.824008,64.889660,false
63.855733,45.081758,28.876487,false
11.885906,9.690886,12.362157,false
25.949147,36.127734,5.923970,false
36.710006,42.740306,7.024394,false
31.779104,55.658183,55.877667,false
17.742270,24.413608,39.769165,false
21.211723,32.767946,40.603403,false
25.709516,48.849136,49.062244,false
10.384162,20.784948,12.259583,false
49.938421,40.872628,32.681395,false
-66.720593,50.904252,30.793273,true
33.729395,14.857757,43.042406,false
61.566524,30.361039,20.402931,false
38.271456,29.103674,26.059113,false
-125.422071,112.164716,122.261175,true
23.337843,19.573050,7.947514,false
58.810247,6.242654,57.812775,false
44.346977,19.950961,32.307275,false
23.142024,37.318864,45.319970,false
8.392936,57.492631,36.942624,false
61.042390,55.104263,24.054142,false
56.566360,14.089552,11.257349,false
8.541413,43.179060,63.043298,false
62.578181,42.321723,16.966210,false
31.737273,17.352783,11.076024,false
33.656522,39.043544,36.851585,false
25.660389,45.449968,19.628104,false
8.003533,8.077005,20.422194,false
28.146908,14.866587,40.083042,false
58.576000,10.068680,29.950006,false
14.621888,9.775480,23.769024,false
9.267681,19.721932,61.795478,false
24.898069,5.236911,6.376643,false
35.961699,22.392288,9.512023,false
19.189444,12.848044,30.990907,false
37.483678,35.217117,56.398245,false
39.788114,55.143187,40.424996,false
57.035409,18.447427,50.808890,false
32.255050,20.724601,63.410045,false
43.400206,59.751046,34.519545,false
9.525293,63.189251,23.053199,false
14.850461,28.449638,40.651931,false
45.102751,52.103396,24.386303,false
62.895601,29.504906,18.421591,false
50.561302,64.341210,25.429051,false
57.048984,36.627776,5.307565,false
11.040518,63.099551,16.835352,false
48.041108,11.642249,36.285900,false
91.892661,-137.698224,-67.365342,true
37.933757,28.050833,9.330665,false
50.258768,62.823535,31.199984,false
49.719738,5.102035,55.559328,false
44.866809,34.840150,39.036587,false
21.882492,10.373676,55.793847,false
58.648813,5.652983,9.427331,false
60.342774,21.099608,58.156408,false
7.669049,39.445866,34.490443,false
55.981119,36.716750,43.083407,false
52.192258,32.759471,29.011872,false
54.548813,6.762124,8.576814,false
151.308139,100.242328,57.596104,true
11.183007,52.742372,18.867095,false
35.458623,54.496163,52.941331,false
29.961001,37.332142,35.885933,false
34.803179,56.262651,7.242738,false
24.917138,19.489745,32.864916,false
46.564809,7.911204,23.337608,false
48.778786,32.317818,16.591433,false
64.498337,53.420114,23.883745,false
8.263690,27.916799,30.403542,false
33.526131,5.465397,38.681811,false
54.773315,25.602402,24.538521,false
5.902458,17.837414,12.163536,false
34.286113,62.998927,42.271390,false
61.046827,27.993331,40.654994,false
52.184880,52.723076,20.404184,false
37.169150,21.321730,41.095125,false
47.975000,8.761585,55.936525,false
60.345544,15.041802,18.778781,false
34.568625,58.490307,21.420363,false
53.660357,61.981100,7.451389,false
56.761397,39.591615,44.881864,false
62.900531,35.969137,30.364518,false
23.067824,64.667180,7.330935,false
52.496704,49.203214,14.143811,false
16.755242,61.041790,55.406101,false
13.732470,7.653009,21.020209,false
42.206692,41.464862,37.934854,false
20.598402,48.180771,24.982088,false
55.049650,55.868382,21.465000,false
34.335581,56.083234,15.385368,false
5.193263,34.111664,38.853181,false
36.053396,11.332199,25.625904,false
45.399883,33.249007,10.662248,false
30.562078,27.557691,37.555643,false
13.286706,32.309796,41.872856,false
28.701269,63.187623,18.169726,false
30.709058,10.207636,35.933373,false
20.891115,47.207231,38.809976,false
33.729772,45.334107,26.007875,false
48.695470,56.441531,5.017168,false
42.896623,24.948853,54.455543,false
43.573421,34.793144,34.077997,false
62.938812,23.292780,58.806779,false
16.222895,13.902151,48.771594,false
21.015003,29.469166,24.428859,false
35.269805,39.313697,8.869051,false
51.698066,7.904742,40.102586,false
135.894151,-152.785855,110.194264,true
34.372368,52.689529,58.866102,false
10.872953,24.544105,63.233832,false
-104.983558,-145.394118,133.965338,true
27.707064,59.359910,57.214756,false
60.191143,31.131121,64.370928,false
54.187814,17.609785,51.475625,false
34.980008,27.016345,27.046142,false
42.655504,11.859089,49.298435,false
63.257045,5.282414,34.032941,false
60.482211,50.822740,51.457743,false
52.626445,53.578896,48.122498,false
44.664324,12.569321,42.243227,false
30.680495,42.646964,52.003718,false
-150.396349,60.500820,-149.865182,true
56.766160,7.912809,61.745832,false
22.859022,10.652781,12.769945,false
59.759547,27.633174,53.211944,false
11.282423,57.279523,29.478121,false
-129.031834,-107.917426,53.209931,true
43.977002,14.810607,15.872234,false
23.026620,13.337168,33.844494,false
29.823964,26.102557,29.694047,false
7.361902,-163.111104,37.152160,true
50.042252,27.014842,46.371846,false
37.411226,51.687917,35.387382,false
7.887587,62.529370,60.661000,false
43.614305,61.851903,40.139724,false
44.466620,136.937812,-79.450639,true
33.922443,17.600499,26.707189,false
31.890899,41.764270,33.631599,false
-90.169338,9.058852,-121.852798,true
21.759978,47.282895,6.891978,false
40.789357,58.146328,24.271680,false
43.836118,36.744146,6.269458,false
32.892178,53.877231,5.306781,false
6.472739,41.484790,37.707381,false
24.613092,60.248532,64.265300,false
43.936135,13.827351,5.400240,false
49.578978,7.715232,6.242853,false
57.737834,55.025889,34.611808,false
54.522466,99.818431,36.946028,true
120.313945,28.914458,163.197564,true
49.314994,55.593775,14.069265,false
39.591363,31.390439,36.891352,false
31.392437,54.697220,49.524769,false
28.585438,9.747225,19.290547,false
63.087967,44.729192,46.927899,false
31.849889,38.054354,47.982673,false
64.012177,44.750079,51.581705,false
19.178495,32.781958,36.151477,false
53.024178,-90.524910,-77.672427,true
14.793940,60.699644,27.332039,false
56.229360,42.765895,21.591174,false
63.317317,55.184721,16.000661,false
64.607150,42.571920,28.506168,false
32.332644,20.422420,5.783449,false
90.808719,137.363677,-113.439112,true
44.346857,27.016909,37.692880,false
50.507720,59.448873,5.424908,false
24.774108,48.326546,14.548860,false
18.043184,48.331190,34.828819,false
-127.173884,-139.245807,48.368926,true
47.964462,24.630486,41.530363,false
14.527066,61.025998,26.440396,false
27.600249,34.248571,21.412841,false
5.886997,42.633743,40.893265,false
63.447087,14.607421,59.790692,false
44.435769,57.818971,45.686613,false
57.969924,63.140884,10.904346,false
26.188228,31.563337,52.031451,false
7.766763,40.792523,12.980049,false
30.353749,38.114575,14.819757,false
7.070937,53.477399,43.922844,false
63.445805,12.262713,22.813144,false
9.819298,5.010207,46.549827,false
9.178668,34.189093,20.692718,false
29.258286,35.950291,42.454589,false
18.296081,21.486868,41.465966,false
43.283352,37.255286,11.379567,false
-73.298568,10.357528,95.770331,true
49.713192,11.621960,51.584309,false
17.646220,25.308412,10.849354,false
60.700948,47.508391,6.503901,false
30.746370,59.835489,24.561280,false
7.630018,34.904469,47.567388,false
40.567040,11.394134,58.227230,false
43.460557,28.501996,41.702746,false
31.536589,14.651064,9.728831,false
61.809141,37.309552,35.782386,false
31.115557,10.688598,37.769005,false
-65.153042,13.826681,37.322392,true
22.025520,47.375399,56.763299,false
47.720148,30.245852,41.623571,false
7.398971,31.809081,40.791007,false
56.022793,48.112418,28.961182,false
45.444055,34.064308,52.733286,false
58.027460,63.178575,22.154179,false
11.575501,16.450704,40.203092,false
50.556187,45.606172,18.014063,false
102.703268,113.373683,-108.448366,true
6.305525,37.395708,21.284658,false
23.389827,51.889340,37.264440,false
16.732242,62.854275,26.476061,false
45.822291,41.190011,24.836945,false
34.863115,13.068619,64.331815,false
57.906383,14.452737,30.092021,false
5.877595,30.956367,41.280637,false
28.427942,58.067195,48.032412,false
-157.899954,6.570937,28.073315,true
21.894160,21.649470,22.538511,false
42.158804,35.917916,22.667999,false
49.838750,14.505640,21.998807,false
38.780214,16.687480,26.140020,false
13.749519,40.482210,11.264227,false
16.601127,42.440297,8.166212,false
35.422615,26.058609,60.761270,false
14.801304,48.329714,28.236491,false
41.353719,5.897471,48.353507,false
63.123045,18.012468,36.000637,false
16.643711,32.390701,150.609194,true
38.472588,43.780956,40.659200,false
52.097070,48.706376,12.553263,false
39.251683,52.281445,55.174240,false
19.989149,7.224705,35.572104,false
136.781673,-139.743256,-146.429250,true
11.844831,15.376668,38.744116,false
39.981513,38.504812,8.231272,false
25.963952,49.202328,26.039687,false
-70.255334,14.850569,35.215575,true
53.231493,54.239715,12.408003,false
47.021584,63.291647,49.475581,false
36.187929,37.762352,26.586874,false
15.508906,57.805282,58.987746,false
14.510090,44.255604,41.726942,false
127.892792,136.543520,-155.845060,true
16.246401,34.324841,55.139844,false
52.637385,52.277492,39.971886,false
63.807393,12.151413,17.948003,false
50.491022,18.188459,12.797478,false
5.641139,7.966658,22.106747,false
19.313656,63.516415,26.135777,false
63.080166,44.604750,63.243748,false
7.705381,27.867384,63.372107,false
6.576175,44.812791,10.103185,false
15.929200,64.000124,55.304550,false
32.814104,-157.664354,101.049603,true
22.341771,41.242318,12.132369,false
57.559635,63.633235,52.115582,false
15.889238,39.529122,61.176664,false
20.637428,63.224897,48.116071,false
5.532710,64.030363,17.858623,false
61.104969,45.742112,44.047660,false
32.723366,12.836560,31.736476,false
24.017904,25.124224,8.909356,false
52.759526,10.153774,47.026973,false
26.318791,18.380789,18.657399,false
52.659168,19.622411,36.496569,false
45.896708,6.497982,31.902221,false
-100.919167,57.604473,7.898351,true
26.814935,6.431076,58.983858,false
23.854652,62.957492,100.627978,true
56.767662,20.252621,17.479902,false
44.477884,7.682556,15.002411,false
27.340222,22.628796,7.083223,false
12.212410,23.046724,15.732534,false
45.086283,21.840939,21.652041,false
53.439144,45.938246,8.221572,false
27.669194,7.364935,63.688780,false
52.488546,59.255614,63.419457,false
17.449042,40.357384,16.742341,false
48.537617,30.723565,46.014828,false
43.425126,13.993769,19.989318,false
5.722317,21.611659,19.637375,false
57.243452,26.557506,19.941006,false
-67.789546,-99.179966,137.684217,true
49.747230,8.230484,45.882104,false
48.216849,43.033788,60.226772,false
50.661237,59.401039,21.027104,false
33.605893,33.322069,51.354041,false
46.648763,10.051767,5.449288,false
20.508892,56.866614,37.184170,false
13.507288,24.396050,47.642838,false
21.572527,31.067690,52.204865,false
24.509344,19.786852,47.619174,false
56.050584,60.133099,39.522824,false
-76.225868,52.358998,153.921298,true
56.561993,-100.607016,15.081734,true
110.891224,29.680744,105.074883,true
59.546285,27.343428,11.232550,false
54.464558,30.420315,38.235638,false
36.194374,54.525317,57.208665,false
40.980954,27.583864,64.908374,false
15.958930,19.103659,27.809834,false
47.244516,57.049074,26.897490,false
149.637036,45.222065,139.882981,true
23.729814,60.881841,58.353582,false
47.488062,16.408535,9.887787,false
26.759724,19.409468,16.677902,false
7.935076,10.001857,55.381269,false
16.664249,19.946875,54.164845,false
12.592680,32.089250,50.018750,false
-113.520014,128.473488,-162.031109,true
29.492349,62.002734,44.673949,false
23.667177,56.177890,52.987263,false
26.071995,35.057487,10.752923,false
42.588402,17.797948,9.705422,false
36.286538,51.032230,15.963129,false
121.619848,39.671156,66.870851,true
27.012747,39.804016,6.001706,false
95.898161,-157.705116,43.435037,true
23.814275,61.912822,31.293327,false
52.813531,148.700784,-149.281487,true
35.406497,40.823969,54.579487,false
9.747706,8.285407,53.504845,false
38.014319,33.334753,21.050039,false
61.272061,59.357721,43.152785,false
24.817232,8.128324,37.511708,false
43.948754,55.327733,58.624184,false
42.926417,27.955451,64.216896,false
55.488109,13.882569,40.512119,false
7.318051,10.830668,30.579490,false
28.289261,38.556231,55.413829,false
5.178787,11.264503,23.121142,false
18.390280,64.694498,44.919878,false
52.743669,62.395390,45.819402,false
63.543996,34.435123,39.776624,false
161.147190,8.875180,-121.387997,true
12.481139,40.047763,9.015047,false
41.622118,14.899867,48.081303,false
34.860773,30.414630,6.075904,false
47.258876,41.068532,35.016081,false
20.104079,12.865878,16.924666,false
54.684669,32.786783,23.485892,false
61.597485,28.746491,6.572980,false
18.477508,46.882929,44.892877,false
17.067629,26.576149,39.249644,false
63.883244,63.712584,12.906173,false
29.907538,57.458783,10.437174,false
56.401861,57.088550,48.220147,false
133.681238,-65.649897,-116.717595,true
19.483657,26.156744,18.270888,false
58.524633,8.240965,39.907472,false
-113.496812,19.143310,70.906548,true
23.619142,55.358312,35.759604,false
6.851735,54.221965,31.098435,false
47.166003,47.404336,48.329541,false
64.134880,61.176131,27.956288,false
42.465351,46.792631,48.637816,false
48.495358,28.232824,35.780718,false
46.553362,48.589969,12.908739,false
61.194039,61.765824,21.468762,false
-78.570054,148.335232,34.326301,true
28.751059,5.342026,28.841896,false
19.491444,34.129749,12.328678,false
31.850156,38.994208,40.710575,false
15.458436,15.223904,-134.639935,true
43.224903,38.752515,44.407960,false
30.904252,61.793668,25.655977,false
27.480592,55.497166,58.596590,false
59.105079,61.907519,28.614040,false
56.037533,24.430910,21.324756,false
54.946875,40.854274,6.246739,false
34.659392,34.107565,20.743991,false
23.241785,39.685864,47.163403,false
135.191372,39.949389,37.887703,true
43.270036,59.206383,57.774420,false
41.776073,21.019904,26.373138,false
22.188629,27.743416,6.421944,false
62.716271,32.033053,43.387316,false
57.056335,6.390871,15.916981,false
-133.124811,140.227072,-100.573956,true
41.385508,77.046660,136.139584,true
12.291889,30.210112,35.127658,false
50.549559,6.179571,6.477742,false
37.451615,-163.529018,146.000129,true
45.390553,56.024442,7.599736,false
11.263208,42.794786,26.595528,false
25.794239,59.839659,10.120604,false
28.409560,6.565870,64.943525,false
18.009200,-140.450830,57.494671,true
55.416028,48.152603,16.221538,false
-71.191985,32.453046,35.444203,true
57.667747,20.953878,17.937906,false
9.491179,15.286758,36.424635,false
23.922720,47.553881,44.259211,false
26.028021,21.028771,42.096548,false
62.916822,58.577333,24.123213,false
18.709712,47.720210,50.911577,false
27.547912,26.524281,11.147827,false
44.865696,62.270567,40.079949,false
6.435333,29.451564,9.379164,false
48.269921,58.553879,21.736129,false
10.015425,51.195720,28.421646,false
-121.719641,46.711124,21.793877,true
47.474965,28.895514,7.341209,false
57.997637,58.298680,27.985440,false
13.026158,27.603614,14.721552,false
55.909426,21.998040,42.302844,false
43.474501,19.822001,25.258484,false
16.313066,50.718494,23.257278,false
18.634546,54.751747,44.226887,false
58.393899,33.565994,43.754080,false
53.887282,49.482674,10.024289,false
18.122681,7.652943,21.786045,false
43.830679,25.451037,47.453475,false
46.647323,24.274972,46.952246,false
48.337070,54.416116,30.272809,false
12.527326,22.152083,53.065516,false
12.248657,51.781718,6.757557,false
26.164755,31.290770,38.541884,false
21.346682,13.020544,29.845320,false
8.396401,49.302075,52.263700,false
39.811306,26.120952,34.262467,false
38.233810,63.538857,54.493914,false
62.884880,19.357341,8.313958,false
9.868794,19.085356,48.479329,false
20.436695,33.138184,15.970552,false
51.819060,45.765603,40.151315,false
62.519070,10.338926,9.858407,false
41.156530,44.213936,33.452995,false
64.281618,53.272510,8.265648,false
33.233506,27.688144,54.529748,false
36.541772,28.043650,23.664311,false
47.306210,10.998725,-145.163976,true
25.055300,21.019750,15.551226,false
10.670854,18.618597,56.022285,false
53.915266,5.958233,56.095553,false
8.697833,55.860834,37.463159,false
6.141536,5.614802,39.632194,false
154.561903,-99.634849,59.527478,true
8.451129,29.034710,45.636790,false
15.623241,54.766727,18.848548,false
10.509801,40.893370,6.014819,false
28.056336,21.391369,12.248406,false
45.781748,59.305556,14.092635,false
30.511866,53.477124,15.745034,false
75.995944,22.714175,-159.405273,true
63.296646,47.598211,59.086102,false
30.221478,8.924912,33.405542,false
31.210614,33.663799,43.093428,false
40.646491,40.050404,48.192406,false
55.912585,6.071713,21.410145,false
6.007086,64.094769,21.553475,false
46.059208,54.820372,73.294135,true
36.272595,52.067837,49.202431,false
21.487717,15.826143,38.259129,false
63.397985,11.446807,5.417018,false
56.303865,52.247737,5.954008,false
124.637402,79.407732,129.261389,true
29.235592,44.892064,25.060266,false
60.630108,39.929910,11.586608,false
46.732146,42.162242,38.973591,false
13.942706,33.065393,36.678456,false
-145.978693,60.876805,59.076601,true
41.804909,31.323006,10.702809,false
42.547983,41.129196,39.819776,false
23.256427,30.320478,12.811407,false
-135.871565,117.491997,-123.832651,true
21.664506,35.716237,60.655892,false
36.131550,10.068395,57.556184,false
9.667482,58.000998,9.612710,false
32.802767,56.506464,60.505640,false
9.384587,51.690575,41.927607,false
12.993376,51.189379,13.225198,false
-130.426086,112.589355,-86.121394,true
50.656734,54.342351,62.631760,false
29.039252,62.880939,31.825482,false
10.669255,33.990835,37.053661,false
20.929413,26.989880,22.797389,false
33.948234,64.039681,57.995871,false
64.708620,51.594636,33.352822,false
62.395112,62.111195,25.601097,false
46.561496,9.029513,17.626619,false
49.943419,-106.867740,148.776550,true
41.772518,45.945688,39.075806,false
20.391187,38.385467,17.219292,false
5.505608,32.339256,63.169233,false
34.224222,24.250189,18.164355,false
19.121018,60.676508,39.934044,false
37.445576,18.427600,10.247295,false
43.290704,20.508620,55.513367,false
37.989906,48.674791,6.100050,false
48.654186,45.346756,22.722749,false
14.804894,8.436137,32.447907,false
41.745093,12.734814,63.102096,false
53.699480,45.614982,54.795208,false
33.153168,26.484485,49.205930,false
28.603378,9.478704,8.413340,false
-148.485752,90.173290,-77.047272,true
33.175375,46.440944,38.729392,false
44.884161,66.478781,82.636229,true
50.938028,18.991064,56.905201,false
33.063903,21.040397,38.495766,false
50.534044,39.991406,16.381344,false
26.905264,51.753677,34.229225,false
29.279414,33.799802,62.022309,false
41.276531,44.997249,14.609677,false
49.737064,23.917719,31.475676,false
58.612502,-152.857781,136.202328,true
29.582301,45.619890,30.326031,false
39.988298,17.719656,52.020148,false
54.514686,57.741302,61.375810,false
35.885079,51.674192,55.046761,false
30.665126,17.271291,31.691935,false
25.629604,45.311116,44.500650,false
32.133412,23.751985,61.339670,false
112.111407,37.964862,147.340284,true
57.271933,31.401327,36.344444,false
53.217632,34.333920,36.336946,false
151.038923,50.186609,-109.940491,true
57.321707,27.607621,17.383998,false
12.537401,63.299052,39.846100,false
12.174967,56.440504,9.669795,false
50.685281,64.736785,20.735979,false
63.367616,28.145990,55.521594,false
46.120891,24.904738,60.738343,false
16.287204,43.493604,30.295184,false
-93.721874,-92.318811,98.268401,true
58.006258,21.491806,63.014174,false
36.829622,8.733345,37.469087,false
16.139941,9.702841,41.058003,false
21.817527,48.170204,15.221125,false
53.866462,56.299425,23.575670,false
43.813842,43.650888,56.178632,false
89.484120,135.052137,145.271488,true
10.235782,53.133687,21.776379,false
36.055130,5.329832,9.046558,false
22.473010,20.130448,9.959652,false
21.516090,44.642692,55.894897,false
27.562825,147.905517,21.689113,true
25.401958,57.565440,52.036923,false
53.269241,30.552493,53.467891,false
42.993600,17.808525,25.133146,false
63.909883,59.195498,30.414328,false
16.960928,8.419292,56.546292,false
50.048743,62.875963,26.551975,false
35.773504,19.296945,16.007509,false
63.055893,62.512137,18.170199,false
17.209035,51.673084,21.768159,false
48.131833,62.225919,9.048172,false
49.416911,36.577385,45.318310,false
14.091522,20.860244,7.663314,false
8.656587,78.758213,145.610947,true
56.652233,40.741979,23.789821,false
47.220701,60.127695,61.784910,false
52.010622,44.396007,13.708199,false
51.651486,16.198474,59.603180,false
39.050563,25.610794,23.172374,false
10.434275,53.455937,54.299440,false
18.932039,45.030088,35.509131,false
28.264693,49.428405,27.441848,false
43.378768,53.843015,61.486079,false
30.833144,44.915562,11.288849,false
41.490817,21.212901,7.139941,false
5.756514,51.619656,26.237568,false
31.777494,12.640123,31.688914,false
63.466945,58.062479,39.906149,false
27.187257,23.247532,55.542807,false
38.988999,62.633567,63.616967,false
7.951823,43.897778,24.702746,false
60.498002,51.034501,14.785341,false
58.958482,7.136685,51.069028,false
43.525073,37.278820,41.278903,false
13.697475,25.850850,59.498351,false
16.191535,39.246533,63.637337,false
41.855771,35.793229,36.245369,false
47.235754,56.976686,61.259882,false
64.720841,52.991159,58.988176,false
53.335291,31.984176,61.663262,false
29.074244,33.738485,52.382394,false
-156.304382,-103.681969,50.809648,true
45.565993,49.330912,41.571667,false
24.336270,26.262302,63.782475,false
51.198025,34.863790,38.373230,false
18.891642,27.095040,21.846624,false
20.693276,62.716274,12.989373,false
62.106443,9.168957,24.705149,false
20.316551,35.033738,6.061237,false
29.021969,5.902540,47.204520,false
44.410253,47.648297,47.675705,false
27.868629,15.099198,56.178355,false
56.788285,6.026915,6.095354,false
20.807537,34.020016,37.484995,false
8.508658,27.070017,6.946624,false
6.863281,64.509688,51.655494,false
56.721615,13.271901,27.593509,false
39.152443,35.286230,11.987005,false
63.746483,42.352106,21.463182,false
14.621621,46.399864,13.696818,false
43.327988,23.742443,54.256761,false
58.867551,17.201665,16.604878,false
27.995680,26.223169,34.497714,false
62.300322,48.721224,10.713670,false
24.457752,29.475142,41.494202,false
18.138418,51.403727,23.953654,false
24.007552,9.533654,35.069609,false
38.957942,9.993452,47.828550,false
11.205542,58.982482,33.518570,false
-108.996495,-162.093464,20.713081,true
51.172746,32.458492,10.525393,false
28.784419,45.661555,20.179618,false
15.113855,18.429260,6.478308,false
56.943107,11.224823,28.506542,false
21.197066,20.574143,41.742724,false
61.605331,18.374685,15.491011,false
6.405950,5.008532,8.278052,false
23.263637,38.666853,5.330063,false
47.367782,50.350912,40.886150,false
50.568838,36.081722,52.016664,false
12.242591,40.365907,34.719689,false
-133.931600,148.740608,45.529372,true
39.496731,20.629779,15.168000,false
55.137482,57.779060,20.473822,false
54.544629,48.517196,22.549833,false
21.102335,54.991507,52.005609,false
59.381716,62.275240,8.764685,false
24.938999,22.236938,25.182832,false
5.853568,62.321129,20.541859,false
64.534237,55.676777,63.560448,false
40.336687,23.198471,31.655720,false
46.860187,31.603266,39.958727,false
63.199458,31.548934,33.025649,false
42.785282,55.027869,29.494077,false
8.131123,7.432107,13.853722,false
-134.360566,-127.798683,97.074112,true
164.292252,47.689100,110.671100,true
26.587291,34.164341,42.294155,false
56.248353,12.579352,43.677780,false
48.744533,8.181375,55.077371,false
122.172537,-103.022648,-109.032288,true
19.429627,58.025296,30.422607,false
22.290619,24.851156,30.330548,false
60.660694,29.455668,57.483393,false
44.076625,7.508171,52.719885,false
28.057984,16.054269,27.313997,false
8.274133,18.580379,14.900291,false
44.824830,60.633132,31.271278,false
41.926929,13.805661,49.693856,false
59.015929,43.653643,64.756415,false
38.750732,8.264720,23.323464,false
38.037023,64.252685,11.223497,false
23.209215,27.757691,23.873721,false
12.870816,55.994011,8.519866,false
14.896308,22.155529,26.527526,false
28.046738,9.321958,24.813166,false
51.645019,62.307797,20.265177,false
37.009319,58.477908,28.521345,false
13.171190,45.446825,57.797637,false
36.700836,34.913264,11.112694,false
59.761727,46.747686,30.031226,false
18.843741,31.590275,8.014999,false
37.390222,50.857410,48.829695,false
16.922535,32.119483,40.715897,false
14.998405,42.514889,56.704879,false
