dim-1,dim-2,dim-3,outlier
30.220019,46.938391,35.139614,false
13.816057,12.034737,61.658534,false
12.497331,-145.243190,34.815463,true
61.817933,39.856359,22.985293,false
60.189750,48.515526,33.094713,false
24.436984,14.650841,62.361835,false
33.759026,28.963323,52.393442,false
5.227587,6.958557,8.118380,false
14.002069,57.575795,55.129933,false
5.187891,36.140779,23.580416,false
40.297590,58.444263,23.836826,false
34.332087,20.348814,7.923235,false
6.404238,52.909097,53.715933,false
59.358681,15.029720,5.833671,false
58.860841,54.530882,15.736474,false
55.280686,49.401383,8.217353,false
28.039741,39.302226,34.344041,false
25.812003,45.275876,48.279475,false
56.664421,9.412092,36.140177,false
28.974672,62.517860,55.402772,false
40.810036,22.265598,35.368216,false
15.080764,22.897544,39.487670,false
49.470091,20.765016,28.804945,false
9.890591,42.164174,59.203886,false
42.191855,32.491185,30.411753,false
43.200648,45.386734,63.850932,false
39.221270,45.761309,20.814116,false
24.755157,5.657758,55.821711,false
13.501368,39.459514,5.910462,false
14.638740,50.523593,27.574172,false
9.664032,6.573075,54.661458,false
9.414396,30.051056,62.472708,false
60.032733,25.249727,21.498980,false
51.916854,14.832479,37.055339,false
32.580674,25.489804,16.349427,false
56.717053,8.560922,47.749938,false
40.304897,30.386896,57.850292,false
55.668186,9.648707,58.433131,false
35.719974,6.198545,8.502513,false
56.542047,36.899311,48.484492,false
37.005832,19.278102,34.788786,false
15.803557,48.809071,29.307895,false
48.648661,62.795327,6.954311,false
26.259800,7.510442,61.097939,false
16.968487,45.314815,5.428866,false
26.286284,31.716257,61.313561,false
49.302757,37.375679,57.952537,false
51.691941,23.134567,16.666378,false
31.921202,55.471114,52.558772,false
23.726870,56.617616,45.547058,false
24.752257,25.703074,59.400173,false
9.110159,39.914547,27.456853,false
39.599825,29.748073,5.150314,false
18.805627,49.252994,37.443993,false
5.756959,27.412306,48.895616,false
63.137057,51.739148,27.526677,false
84.547218,92.602310,100.107766,true
7.345715,50.906680,58.738859,false
27.594243,22.898436,61.272834,false
60.001459,10.435795,26.136035,false
39.802544,12.700335,42.456033,false
15.937941,62.848040,39.449315,false
37.030599,9.771124,10.936167,false
22.642210,40.123249,55.285376,false
18.883597,21.795986,41.922160,false
50.638489,40.772594,21.256465,false
-118.852517,39.592977,130.915048,true
15.401872,27.538357,42.647559,false
26.655046,12.696103,10.621011,false
7.665957,35.575591,57.892515,false
44.546631,41.605645,17.272703,false
14.436206,42.242952,54.738381,false
48.855953,9.348382,47.588681,false
59.925928,39.575540,9.657919,false
19.033194,20.567237,52.986251,false
11.677201,9.264405,15.373096,false
14.380609,15.287116,39.876591,false
29.128622,8.214871,24.406847,false
31.807568,63.274578,34.906777,false
5.637156,12.130856,15.325331,false
42.531959,61.572301,31.723124,false
41.754346,33.013927,45.657703,false
15.817343,62.009480,55.762802,false
21.831803,37.488606,25.679897,false
39.719333,39.369895,54.369392,false
9.815591,55.483964,41.838975,false
48.898151,43.315980,42.246258,false
9.637995,63.283977,34.340664,false
58.636011,131.195901,137.964391,true
56.282051,44.253643,8.422355,false
26.894312,48.948480,31.944726,false
32.940710,56.012956,55.724591,false
36.924485,8.550901,62.873298,false
42.408325,37.908697,15.855979,false
24.078801,34.012355,50.284815,false
56.492672,64.056490,41.485916,false
14.417097,40.606742,41.392792,false
157.101126,-161.748693,9.518449,true
8.459545,47.291210,7.657758,false
59.421272,17.932188,5.094937,false
24.175046,45.181058,35.117813,false
23.306783,15.219873,31.631547,false
145.859667,10.165579,37.848277,true
20.584342,52.265912,55.775793,false
42.244851,38.156367,34.553207,false
56.816054,33.041913,6.917690,false
56.993335,58.057872,10.497352,false
60.633112,30.216789,45.278857,false
46.700668,21.191809,32.678517,false
48.068540,47.519898,5.398265,false
150.481415,48.443409,-68.324383,true
59.811190,52.376149,61.461565,false
9.385421,29.498740,30.454410,false
5.251434,38.862417,61.574735,false
44.020832,62.769284,14.089395,false
51.402164,33.098781,10.656293,false
21.948390,61.892161,52.522125,false
42.278995,39.451292,26.637630,false
51.483794,15.044234,27.933385,false
52.993657,12.605624,19.174486,false
25.466767,41.593478,11.316731,false
36.910254,31.594823,41.709756,false
58.747104,59.097914,38.093980,false
60.405325,40.715750,57.975002,false
63.018407,16.497179,25.776150,false
62.511961,49.960383,45.872239,false
10.005141,30.840329,14.809492,false
55.221066,50.766725,38.825521,false
36.818745,55.687063,17.683895,false
-159.970871,143.126900,19.146204,true
54.596532,41.518970,52.312655,false
37.841846,40.694616,47.140973,false
10.249916,14.317765,63.948427,false
62.455564,17.378303,37.944345,false
11.404261,21.536624,14.138540,false
33.044321,49.967223,54.591767,false
27.149856,49.836879,60.018386,false
53.164462,42.441511,12.505470,false
54.648466,16.883746,42.405180,false
60.722623,24.644214,16.371474,false
60.308665,41.541334,63.303925,false
32.954189,60.233218,14.972313,false
12.857431,44.335871,38.288405,false
28.863888,32.960023,24.672594,false
54.324992,19.366550,51.816085,false
40.764818,61.569587,47.768935,false
5.580833,43.884868,31.380309,false
43.712944,6.097284,49.034247,false
64.023107,36.426941,21.095949,false
35.496435,44.304605,11.544905,false
20.470119,55.230634,11.134254,false
-122.997735,156.838898,63.932339,true
56.594768,61.992055,62.820127,false
61.450554,45.704401,35.081091,false
19.750899,59.358004,34.503781,false
48.263835,59.771705,44.443498,false
44.136985,24.607169,24.343659,false
44.215143,12.442521,61.451291,false
57.510882,58.976752,61.947192,false
52.808870,23.781137,40.754276,false
62.020662,22.179727,40.781124,false
-130.045376,57.371163,57.009930,true
50.242324,14.359157,53.617152,false
7.755912,25.132791,34.904554,false
26.458873,26.018769,18.758135,false
16.346082,-151.182684,126.020950,true
40.283910,39.504022,6.768687,false
39.782615,53.307180,34.720590,false
39.458851,22.609410,8.246697,false
37.723967,52.941256,34.197056,false
8.585229,52.555633,64.149230,false
40.571392,39.572122,34.387280,false
12.662155,22.273917,37.927055,false
61.906615,9.542283,7.055158,false
8.641692,19.807271,61.776644,false
10.168379,41.208015,16.487690,false
63.743634,5.163780,17.885734,false
16.030118,22.290864,33.656055,false
48.706881,8.906888,27.260766,false
38.288224,50.919088,43.667556,false
43.703176,39.878344,43.548306,false
10.251226,17.825630,41.995451,false
52.512559,45.862743,54.415996,false
17.290394,31.460075,32.731220,false
64.178531,33.459015,37.418841,false
26.670665,18.415927,57.014505,false
27.069729,52.483970,48.555537,false
56.997119,24.334106,10.750838,false
10.655416,19.259742,26.905055,false
27.775941,29.647980,53.347402,false
62.617279,17.091778,-151.641443,true
35.085834,11.264047,19.713423,false
133.507972,144.476765,-111.906292,true
35.879517,16.915484,8.559546,false
37.211625,63.657964,18.354097,false
40.217505,54.930885,30.145525,false
62.113933,26.909977,51.707372,false
37.534323,5.191515,14.195177,false
13.261919,43.337369,48.983877,false
60.415002,42.506349,5.479313,false
30.537147,47.346894,77.649809,true
41.916084,5.856711,42.508257,false
31.887317,15.322280,17.311852,false
53.167955,37.085900,54.669270,false
39.238754,57.618377,36.141453,false
60.942509,34.002084,21.331875,false
31.927715,43.314948,59.221053,false
23.967632,60.682833,50.932872,false
42.236439,15.842104,38.333319,false
44.089979,15.594169,35.714280,false
32.948733,40.011488,52.453067,false
7.915855,55.652600,38.177768,false
22.823883,7.735204,5.840358,false
31.467535,44.899969,31.704067,false
11.025553,13.049353,19.737068,false
48.087972,40.188514,52.939768,false
81.752814,-85.492766,-65.162689,true
30.093290,25.670048,50.489255,false
58.231315,58.188257,30.625047,false
18.102063,32.809932,37.424230,false
22.957611,10.838437,60.500841,false
6.754140,10.811029,61.885630,false
55.803273,53.498104,47.375194,false
45.229808,41.087350,43.989252,false
62.566055,34.496048,41.957913,false
36.813401,9.785349,59.179577,false
159.183069,20.942813,-138.968282,true
50.224853,33.477201,23.954430,false
45.487430,45.178802,38.111589,false
23.813850,33.148354,9.702912,false
54.323574,24.638946,58.030584,false
8.133166,30.961072,33.811997,false
36.276731,25.822256,21.284545,false
48.236159,36.275562,27.353410,false
64.410229,10.836193,23.359988,false
11.571890,19.676615,16.966514,false
-138.459077,144.185260,63.430456,true
10.470395,49.344536,31.009060,false
30.635276,63.513092,26.024709,false
57.569913,15.223559,17.943367,false
61.803186,44.856722,27.504900,false
58.062763,24.920051,47.319984,false
10.110870,64.906375,17.593828,false
11.876257,21.031938,16.061186,false
59.637172,42.418079,52.495244,false
56.951341,50.327407,21.281369,false
61.782987,16.461999,37.900570,false
32.630761,64.652413,19.496186,false
33.277026,39.280032,6.964638,false
10.712992,42.078460,33.712900,false
73.285666,154.739572,69.335835,true
52.090319,22.488941,39.250381,false
13.572995,46.179656,52.055370,false
20.569866,50.427548,53.560547,false
52.451975,14.820700,41.478548,false
48.212524,14.418315,24.826150,false
18.569514,13.299354,63.863754,false
18.223610,52.146965,59.731360,false
86.769678,101.465580,143.080927,true
61.807631,25.928861,35.000912,false
9.010087,55.004625,61.444198,false
-80.387412,39.420903,37.194864,true
25.902605,12.016658,8.229832,false
13.551481,62.675877,43.727090,false
55.856239,26.426226,39.581878,false
51.104672,11.443660,11.980953,false
45.597588,36.869284,56.720428,false
46.208079,28.916627,62.589721,false
101.145122,-145.385905,10.172177,true
137.293529,30.463680,-119.882615,true
20.111769,53.580272,14.128611,false
16.238762,23.724474,52.570615,false
61.513815,38.378721,30.651497,false
23.384716,46.117601,7.172775,false
40.715691,10.449897,64.711132,false
22.841865,19.325142,45.236380,false
32.690760,33.726091,47.406487,false
29.925494,15.939284,53.576469,false
40.458928,19.887492,61.486539,false
56.400548,49.201453,10.639605,false
37.174530,27.786345,41.202479,false
22.359294,63.154661,22.032603,false
29.959375,25.269007,52.354662,false
41.331822,47.425021,55.069446,false
10.890485,49.701124,15.115554,false
43.496480,62.695688,21.580228,false
12.966123,53.747274,27.968296,false
42.235980,42.000037,12.917703,false
30.106347,55.017812,18.220277,false
62.416195,24.867398,27.442905,false
48.273094,16.647062,11.100128,false
9.683390,5.568915,36.489278,false
12.724472,16.672138,23.207612,false
49.694977,37.617950,28.973860,false
-163.338426,77.833759,30.598014,true
44.847851,39.819580,36.862834,false
57.702962,30.099670,60.552752,false
-124.422062,109.130617,158.005943,true
45.131979,12.664045,36.874562,false
27.416977,30.001797,38.026189,false
42.585791,34.769792,58.147068,false
47.511509,11.668594,39.108512,false
108.555979,45.582472,120.841868,true
-105.839865,78.771492,50.231398,true
39.425835,36.513968,20.061622,false
16.083907,14.930188,64.380656,false
50.741506,64.949375,17.471233,false
35.547854,53.220713,41.003155,false
17.314277,30.705365,15.659214,false
41.279294,34.302234,9.067211,false
49.111125,11.905861,23.998424,false
55.076496,38.313480,6.145353,false
23.258187,13.637444,60.143687,false
37.060449,11.405597,8.940049,false
14.351860,13.176809,42.764844,false
-146.888799,-87.206272,158.804642,true
25.623109,5.052941,5.817096,false
142.725152,44.629160,-130.845704,true
77.656222,150.450668,147.683627,true
35.927947,57.413669,34.105488,false
47.938505,12.695816,28.315820,false
21.040884,23.985701,31.696611,false
63.998560,38.993483,25.384320,false
43.579941,61.858651,42.430925,false
62.564500,25.257026,41.059226,false
49.680799,53.738576,20.338139,false
20.106759,31.272744,49.900263,false
21.881299,21.515341,27.417420,false
25.889355,21.839230,47.943553,false
29.216294,19.769976,60.669209,false
18.959121,14.776239,53.641797,false
32.454938,45.013361,42.625609,false
63.484878,28.470818,16.728552,false
27.924470,63.086129,42.452763,false
25.293981,13.048654,36.502660,false
24.235509,60.764061,10.036491,false
26.643320,117.689006,-133.104265,true
46.205274,36.557535,53.121235,false
36.826241,19.222798,60.563115,false
9.313392,54.762709,36.418935,false
27.151748,34.741154,35.842941,false
44.184863,24.037015,17.032958,false
39.152142,44.679581,46.963780,false
7.670581,43.239612,29.209115,false
40.977022,58.117080,18.177712,false
41.391219,9.882068,22.435417,false
19.553027,-158.285089,-131.226087,true
21.724201,24.537671,13.255148,false
38.450487,132.074406,141.162579,true
12.390853,39.433072,47.636849,false
60.957606,47.130205,59.862419,false
37.465540,31.386540,16.034214,false
23.790760,32.032828,56.011906,false
57.172208,25.121414,64.485628,false
45.292368,64.501215,62.327216,false
42.215875,46.126556,34.043843,false
20.057834,51.992493,17.710068,false
41.126740,17.437645,11.180126,false
61.267291,63.112648,43.036841,false
13.687372,38.344409,11.091457,false
25.610361,50.046426,45.016768,false
31.507327,20.830260,9.549297,false
35.428116,14.355711,51.395330,false
21.397153,7.398982,51.892560,false
32.009927,38.497616,14.745282,false
6.507665,38.059117,60.012131,false
55.453152,11.495163,35.052505,false
48.172154,33.848224,26.199228,false
31.182630,6.301010,18.504535,false
39.988014,12.225716,58.248615,false
44.185425,13.944666,63.047398,false
7.935832,45.956870,50.295400,false
33.535159,21.357199,42.213949,false
24.047211,9.781428,22.800835,false
10.954327,44.335824,47.185496,false
36.509455,58.920935,56.019403,false
13.938077,10.345587,39.327485,false
11.640338,25.214724,39.383430,false
43.432606,-154.711761,-84.921284,true
10.554939,46.957445,21.600518,false
-79.128182,33.470598,58.456191,true
35.945892,16.889005,26.134143,false
47.656281,55.171659,50.790501,false
53.586074,61.318683,50.629705,false
23.433247,43.893556,31.474856,false
64.355786,27.566907,27.736909,false
59.461303,45.149437,16.896852,false
35.261896,42.712362,33.973512,false
42.935842,30.243711,59.485740,false
59.871309,38.499520,55.420992,false
17.145395,28.934974,26.563929,false
6.440039,10.107648,54.482807,false
34.165593,9.942332,41.548230,false
57.076398,10.876207,13.098544,false
18.716851,35.191779,12.067662,false
33.106200,35.421312,60.423260,false
37.003381,30.675636,64.201326,false
41.775837,17.027797,54.680167,false
63.177972,21.583410,26.149824,false
38.969517,62.562491,62.775718,false
11.927885,60.500011,38.869378,false
34.036953,49.433073,37.906048,false
55.989641,41.953247,27.739733,false
46.321589,62.004947,64.239613,false
50.382135,18.706326,61.467609,false
8.973768,-157.911053,151.157096,true
25.684413,29.413821,47.445698,false
27.112794,12.194991,47.094457,false
37.663362,60.355795,16.688856,false
48.229911,30.992734,24.467455,false
24.383471,30.343759,18.657662,false
39.557873,31.129793,44.145057,false
27.338494,22.427051,13.200831,false
124.060858,-70.281295,76.863081,true
15.041137,32.873595,18.937566,false
22.962256,48.321842,48.848804,false
7.772841,39.816152,20.702150,false
60.441285,38.377494,61.681759,false
45.717999,-70.185118,117.694265,true
51.537979,55.268786,11.597377,false
46.621594,55.018904,36.745327,false
63.173926,33.514573,8.705825,false
64.045883,57.066554,11.469831,false
46.296063,6.301180,33.618212,false
30.644970,44.064577,13.788683,false
14.818940,38.945980,49.586956,false
45.353266,55.704650,11.853119,false
31.017625,14.392928,23.160018,false
53.363963,22.763633,57.491426,false
46.511755,47.124943,21.911154,false
-129.788272,75.673936,53.366870,true
49.544729,46.053876,29.517891,false
20.377662,57.511798,40.381663,false
22.124446,48.571539,22.474555,false
63.931417,61.718376,37.082707,false
5.935945,19.127851,47.434492,false
51.783826,59.855291,17.442764,false
47.747042,16.903718,45.885751,false
32.285466,62.266240,13.936320,false
56.726401,46.862609,20.511085,false
47.444267,13.910148,21.482916,false
55.677536,53.206768,26.885294,false
57.419651,38.498441,59.520287,false
20.382712,25.962242,26.256929,false
18.834850,26.836139,10.427934,false
46.248526,5.356198,51.176492,false
29.966053,5.864705,51.882440,false
50.536919,37.420701,21.369912,false
31.746749,36.801767,33.867284,false
64.111267,35.799153,53.126375,false
53.218524,10.404692,46.644607,false
62.625035,13.971029,42.910170,false
51.152090,45.528927,40.790405,false
56.440764,58.242161,43.729608,false
9.261509,42.922829,30.867515,false
50.824589,37.650689,19.402765,false
44.861967,38.031858,62.643587,false
60.343161,52.766584,28.754408,false
54.310490,54.701625,24.512090,false
63.663867,62.902267,11.091569,false
19.345810,42.359327,6.796186,false
44.304159,33.312920,19.939030,false
52.684868,50.516443,20.709012,false
19.929722,42.153046,19.001588,false
-68.193116,-65.447806,155.878050,true
45.199963,44.926237,42.569160,false
59.875898,38.228960,29.241880,false
13.969107,16.747002,13.537454,false
39.561644,6.699278,-163.819719,true
25.710537,26.859976,21.877505,false
20.582264,41.378016,12.270982,false
35.186548,17.458127,48.280936,false
9.006213,9.580977,35.296337,false
38.735034,7.561596,30.387124,false
9.707939,15.010362,27.800028,false
7.033332,15.326125,39.136786,false
7.503022,24.113492,38.489638,false
26.199604,46.131313,60.555449,false
24.375382,38.434521,23.293392,false
14.344150,38.570754,16.958886,false
22.991448,63.706032,51.754643,false
55.409970,21.154716,22.243838,false
75.316204,-150.515439,97.567295,true
64.776204,48.479413,26.904808,false
63.485381,23.865083,59.934523,false
26.724661,25.711001,63.877733,false
62.401299,55.823591,51.927277,false
53.812400,22.188017,9.831113,false
10.592869,6.126158,35.999085,false
60.693536,13.489607,53.360807,false
62.595179,36.578699,59.685541,false
30.239050,24.097461,17.080716,false
64.543762,44.184645,53.505880,false
23.418395,43.080506,13.205735,false
19.893566,27.971070,41.971771,false
16.662607,46.440548,64.181226,false
15.527387,59.013104,63.965294,false
37.057908,50.243286,28.945454,false
25.349002,18.786778,11.652457,false
25.386083,30.149734,18.790137,false
51.822084,17.770670,23.024915,false
59.021656,56.802810,64.662040,false
8.486533,39.507910,46.622249,false
19.395422,42.247614,21.769846,false
39.663573,16.457168,11.691498,false
42.660629,60.095814,28.312189,false
57.080662,50.127197,8.574658,false
72.542077,-141.196094,-152.280468,true
25.256549,39.638247,61.794647,false
147.892861,98.832832,-128.324294,true
61.729322,55.879464,39.373958,false
64.636521,44.044983,35.217101,false
12.095398,16.017276,52.276102,false
37.163467,51.393463,42.261140,false
22.078970,47.283352,33.268311,false
30.296948,64.397796,5.701859,false
8.872552,44.508319,14.658613,false
6.799502,42.968162,20.890958,false
22.960091,13.464578,21.390835,false
55.555258,55.086212,39.587800,false
56.720474,55.584845,36.722950,false
28.119411,23.278948,29.830104,false
28.284905,42.213536,8.441015,false
22.852426,5.165190,28.652361,false
61.290869,44.011508,23.684970,false
7.339895,-118.610677,-164.481143,true
55.325991,29.204321,22.283743,false
31.944596,44.480319,53.752272,false
24.577023,22.720939,49.904039,false
24.369833,46.874762,34.865298,false
22.153512,18.600008,60.377263,false
45.409156,35.096169,56.254825,false
35.473391,51.582767,36.293194,false
55.616745,6.257516,47.002860,false
11.748040,58.400911,23.874263,false
30.833378,51.907555,24.947683,false
19.876515,46.318471,45.846270,false
39.735193,35.796981,59.128810,false
15.260935,31.390954,56.610546,false
38.866141,58.893959,11.735135,false
59.512026,10.215080,29.681998,false
11.701515,11.227747,30.136613,false
40.295907,19.922607,30.844476,false
26.594527,23.379145,13.319092,false
33.904360,11.413128,38.746039,false
64.766860,31.500640,19.967283,false
10.598812,5.078706,50.886160,false
55.164233,20.688267,56.228157,false
48.169773,49.294904,40.093063,false
27.002146,53.723817,31.805444,false
9.778705,64.167255,26.514504,false
28.358603,30.445620,64.367016,false
20.433784,42.071277,36.362833,false
44.403125,29.718472,35.305690,false
25.649448,19.395042,52.915174,false
55.673468,5.290539,46.178615,false
44.029704,58.238108,54.473652,false
23.528081,15.275916,37.730066,false
35.680706,55.834913,35.692147,false
63.076257,30.997846,27.167579,false
32.936609,6.887613,50.170353,false
25.785192,44.591136,9.498371,false
42.295396,56.442330,63.748509,false
25.681921,32.147561,38.394438,false
27.783948,44.560156,63.107369,false
44.860383,20.313819,24.512284,false
30.503804,39.285391,60.966304,false
30.740961,31.731170,24.970794,false
59.803146,18.555249,39.329082,false
40.010901,15.447858,32.114387,false
38.554312,54.460390,55.949078,false
9.871886,41.146958,6.576277,false
26.179904,14.059379,8.099121,false
58.862989,5.312665,47.277071,false
36.806150,5.156081,64.311034,false
44.043414,62.241792,18.212398,false
14.606044,81.708920,-78.906395,true
50.082275,9.186989,9.853407,false
53.408459,5.179783,25.404403,false
40.865889,62.260778,5.923055,false
64.154009,7.983816,20.362491,false
50.570685,11.474990,6.578062,false
36.613507,16.994985,27.808311,false
55.602009,24.848117,64.647208,false
159.754724,25.060821,70.899171,true
43.513913,59.251363,27.533398,false
40.096589,57.651638,19.389690,false
27.682119,21.773055,63.435354,false
45.978536,25.635978,55.978998,false
27.987482,29.958784,19.677707,false
51.748660,25.624003,47.364090,false
48.212735,61.516121,46.355907,false
6.352594,32.430843,16.690910,false
35.304440,27.668668,53.109325,false
34.578060,5.232676,64.127539,false
21.104689,51.978014,44.959234,false
25.230154,29.102428,39.123760,false
21.751675,63.836817,60.814032,false
49.766909,19.585192,43.754287,false
19.853486,25.299957,15.171257,false
19.872263,8.343670,58.652470,false
46.448431,21.423932,54.114105,false
52.064926,16.872304,24.647832,false
36.587938,23.016586,60.526774,false
40.434863,25.757547,41.849090,false
22.613062,42.085458,18.096456,false
18.723072,34.246926,52.822242,false
39.143568,6.742071,35.418652,false
55.987867,50.133097,62.946622,false
-109.818106,90.609296,138.869210,true
9.541191,55.984536,53.944587,false
14.995140,38.597441,27.383206,false
53.019725,32.925728,23.408979,false
47.025303,23.965410,45.533275,false
43.928080,19.895363,50.438510,false
55.264731,68.699779,46.042612,true
53.229420,47.944929,31.421853,false
54.045595,56.405990,23.618300,false
39.066679,5.153682,14.024031,false
58.583278,14.128583,46.149890,false
29.544651,11.853460,19.785726,false
22.164218,18.554850,19.378768,false
163.098814,37.732198,-71.581451,true
38.373396,37.888401,39.879242,false
87.423030,-135.896038,-116.704915,true
24.608213,56.474407,28.197666,false
19.018846,18.764631,18.200217,false
39.745751,21.644580,16.537603,false
61.557518,50.039557,61.622680,false
24.551964,32.105251,61.148621,false
34.216066,14.730284,22.503419,false
61.955906,30.364528,63.971728,false
38.911153,19.000465,15.755236,false
53.090817,41.482488,40.859229,false
22.582748,23.271373,10.468844,false
9.329824,18.833574,12.468331,false
51.338637,51.618095,35.495163,false
61.072028,39.656444,15.595915,false
47.306586,52.474500,62.443353,false
61.043682,11.281984,53.275117,false
52.872884,39.632986,46.369503,false
7.692622,34.858143,7.099571,false
17.864104,57.882314,36.906229,false
5.615165,14.775602,39.028583,false
11.197586,5.224398,10.461438,false
15.390741,7.643660,43.897256,false
25.798910,17.297737,35.300755,false
13.901129,84.528754,79.312116,true
-72.316095,-76.651437,-130.676635,true
58.452638,14.722763,20.875060,false
35.934668,32.256957,47.992550,false
106.227460,92.722258,83.665829,true
39.516515,29.903172,23.291250,false
54.319162,51.817938,29.321474,false
54.840179,6.984035,29.620842,false
11.261298,6.332765,15.242637,false
44.964097,15.224754,11.113700,false
41.750868,23.424584,29.606945,false
20.549099,32.545873,51.662598,false
27.801328,21.670387,16.545609,false
42.480880,57.813621,28.954289,false
12.417046,27.346964,29.982045,false
29.432735,62.025771,49.274885,false
26.555791,61.680231,26.466218,false
-127.517758,100.352342,12.531661,true
28.952641,57.259509,18.304805,false
20.636390,19.252173,40.357889,false
54.227716,47.491463,47.621312,false
48.921568,16.460488,42.269025,false
27.493711,9.027808,44.433010,false
102.543505,-96.924706,19.228917,true
47.224983,19.758295,39.693845,false
26.181292,12.378595,19.034262,false
7.634484,36.672471,7.806399,false
-77.187794,-118.998311,-89.048392,true
55.554120,17.692249,5.066746,false
32.973769,58.954564,11.669198,false
59.596532,5.456812,55.738849,false
58.133906,5.941361,52.508304,false
59.540493,38.216117,54.533206,false
7.332985,11.107496,59.025599,false
44.861926,31.336430,39.017972,false
51.032749,38.504323,23.570906,false
26.919006,21.510229,17.131815,false
57.649399,28.932237,38.283515,false
26.743030,50.583467,38.131820,false
61.394644,7.409470,19.910245,false
6.070987,16.241787,31.769506,false
6.065452,15.344376,19.229711,false
54.015519,24.303842,8.855748,false
8.248222,24.321481,44.084412,false
28.677604,48.145182,57.486803,false
31.530529,52.840264,13.540341,false
20.846416,28.982315,20.652071,false
35.047303,13.883090,35.877684,false
13.791234,54.348250,29.413862,false
10.993127,7.605701,52.671687,false
36.600041,29.535167,38.618976,false
10.850319,51.259003,54.079073,false
124.013569,164.035230,-160.139874,true
17.774059,7.678955,10.292663,false
8.040237,27.423895,37.852138,false
14.238655,26.556661,7.507124,false
-159.677230,106.401110,74.524451,true
62.730952,11.807940,43.509229,false
46.585690,41.642729,16.907576,false
17.531250,13.360612,58.459220,false
57.324070,62.346781,53.455718,false
15.929702,18.276077,36.264064,false
29.371395,58.963814,40.524150,false
51.209596,39.992809,20.241894,false
41.722907,15.001061,53.648068,false
26.911602,59.955500,25.981761,false
25.443045,27.405732,24.537702,false
26.392366,50.255130,9.232530,false
11.210941,61.849574,29.889738,false
21.663866,56.288590,32.822925,false
8.785278,5.100571,38.230785,false
5.414415,33.429152,62.132889,false
28.947923,29.282756,23.121537,false
52.540329,28.962120,55.560530,false
56.593701,53.329669,29.950066,false
44.866221,16.045280,14.542533,false
45.369976,32.917051,46.883275,false
59.818156,15.388251,17.305845,false
61.823223,14.238916,27.434424,false
11.804387,36.970323,50.045507,false
12.987167,38.470021,27.144705,false
53.201711,62.956107,27.527827,false
11.240708,37.673602,10.461294,false
57.335516,26.511345,13.435490,false
65.653743,15.679722,-155.540169,true
17.616483,53.662900,41.344188,false
8.748188,33.194474,10.762764,false
42.477454,22.168175,26.890107,false
42.543878,27.142027,31.142222,false
23.563049,59.047177,8.559712,false
54.829542,14.425422,30.571772,false
56.582783,25.605734,27.619046,false
15.279174,11.651298,6.118107,false
55.786199,28.093743,9.916678,false
56.583047,33.773738,12.724458,false
5.329706,21.303682,22.657715,false
9.618870,58.998562,12.015601,false
13.163055,5.158349,23.310798,false
77.008535,81.412045,-132.710968,true
34.796073,40.459465,24.158514,false
5.236591,12.833197,57.541270,false
22.247844,22.189628,47.753695,false
21.080758,57.761545,34.575758,false
17.628151,45.000813,55.732829,false
20.572258,43.841934,58.282419,false
59.776536,157.080292,57.962999,true
